wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
32094|rivervale|Reebo_Leafsway|say|Very good. Very good indeed. Karana does not need the blind obedience that so many deities require. Trust your instincts, they are more often right than not. Here, take this to Blinza. Hurry, she is expecting them. You may keep the donation she gives you in return.||||||
32095|rivervale|Reebo_Leafsway|say|These carrots are rotten. They were rotten when I gave them to you. Why would you waste time and energy on such a fool's errand? Because I asked you to? Many, even those you trust will ask you to do things which you should not. Use the common sense that Karana has blessed you with to know which tasks can benefit our people and which could harm them. Learn this lesson well. You will need it if you plan to adventure beyond the vale. Now take these fresh carrots to Blinza and apologize for your error. You may keep the donation she gives you as payment.||||||
32096|rivervale|Reebo_Leafsway|say|Excellent!!  You must have taught ol' Nillipuss a great deal!  But he never seems to learn..  Oh well.  The Stormreapers and all of Rivervale owe you a debt of gratitude.  Please accept this token of our appreciation.||||||
32097|rivervale|Rellix|say|A note from Chef Chowderly, eh? I haven't heard from him in some time. Hope he is doing well.' Rellix reads the note. 'I do happen to have some spare dishes. Here, take them.||||||
32098|rivervale|Rueppy_Kutpurse|say|Oh, thank you.  AH! That sure is good. Not as good as a Blackburrow stout, but what is?||||||
32099|rivervale|Rueppy_Kutpurse|say|Heh heh! You did it! I thought the deputies would get you for sure! I mean... You did it! Heh! Here buy yourself a drink on me.||||||
32100|rivervale|Shakey_Scarecrow|emote|%s shakes his head around and beams a smile at you.||||||
32101|rivervale|Shakey_Scarecrow|say|Who has given me a voice once again? I can sense your presence but cannot see your form. Allow me but a moment to explain. I have been trapped in this golem of hay for many years. Ever since the horrible bloodbath in the forest I have been bound to this horrible fate, and I cannot find rest until the person responsible for my murder has been dealt with! Our fates are intertwined, you and I. We can both find peace if you listen to what I have to say. Find the blue orb. It yet retains its dark power. Go into the woods and seek out the one with a fragment.||||||
32102|rivervale|Sheriff_Roglio|say|Welcome to the Guardians of the Vale. I'm Roglio Bruth, and I run this proud little outfit. You seem to be of hearty stock, let's put you to work. Here's your guild tunic - hope it fits. Start your training right away.  Speak with the marshals of this guild.||||||
32103|rivervale|Sheriff_Roglio|say|Good work, Deputy  $N! We shall soon rid our countryside of the goblin threat. Here are your wages. Eat well tonight!||||||
32104|rivervale|Silna_Songsmith|say|Take this letter to Felisity Starbright. You can find her at the bard guild hall. I'm sure she will compensate you for your trouble.||||||
32105|rivervale|Thekela_Meepup|say|Please go to the maze of Beholder, otherwise known as the Gorge of King Xorbb and slay the Muddite Recordkeeper. After you have received the annal from him I will also need you to collect 3 Pristine Stingers. Before these annals were stolen I remember him saying I needed those 3 stingers for a special spell so please gather them for me. I hope to see you soon  $N.||||||
32106|rivervale|Thekela_Meepup|say|I knew that I could count on you to follow through in your training. You have surely proven yourself in the time that you have trained with me. Please take this Mace, as Bristlebane has blessed you with the power to give life to those that have fallen. Thank you,  $N. You have made me very proud!||||||
32107|rivervale|Toelia_Snuckery|say|What is this? The pouch is empty!  Where is the Ruby?! What do you mean you don't have it? Oh no. I bet Chomper swallowed it! Get it back and bring it to me.||||||
32108|rivervale|Toelia_Snuckery|say|You found it! Heh. Good thing you brought it back bub. This thing isn't priceless, its worthless but at least you proved you are loyal. Poor ol' Chomper..||||||
32109|rivervale|Uner_Gnarltrunk|say|I knew that Deputy Tagil had simply forgotten. He really is a good young halfling. Here, take this as a small payment for your time.||||||
32110|sebilis|An_Undead_Bard|attackplayer|||||||
32110|sebilis|An_Undead_Bard|say|I feel so powerful once again...a strange feeling is overcoming me!||||||
32111|sebilis|a_fallen_monk|attackplayer|||||||
32111|sebilis|a_fallen_monk|despawn|self||||||
32111|sebilis|a_fallen_monk|say|Earn what is mine. Show me you have the power worthy to wield what I possess.||||||
32111|sebilis|a_fallen_monk|spawn|89183|playerX|playerY|playerZ|playerHeading||
32112|skyfire|Felia_Goldenwing|say|I have done as you wished, now leave me be.||||||
32113|skyfire|Jennus_Lyklobar|say|I see that you are well versed in the ways of Fire. Indeed, if you are as adept in the other, lesser elements, you may just seize the Orb of Mastery after all, and avoid Magi'kot's fate. Take this element, and guard it well, for more trials are to come, I assure you. Succeed and you shall be remembered always! Oh, and  $N? Watch out for the puddles! HAHAHAHAHAHA!||||||
32114|skyfire|Warder_Cecilia|attackplayer|||||||
32114|skyfire|Warder_Cecilia|despawn|self||||||
32114|skyfire|Warder_Cecilia|spawnunique|91005|playerX|playerY|playerZ|||
32115|skyshrine|#Sentry_Kale|say|Good, then you would not mind assisting us with a matter of grave importance. We have received news of an alarming sort. There walks amongst us a spy of the storm giants, who feeds our every move to them and their accursed strategist. For the life of us, we cannot deduce whom the traitor is, however we have received word from Wenglawks of Kael, an associate of ours, that he has information concerning this. For a measly sum of 100 platinum, he has offered to give us the information to rid ourselves of this traitor. If you are indeed friend to the kin, take this note to Wenglawks and rid us of this traitor.||||||
32116|skyshrine|#Sentry_Kale|say|You have done us a great service,  $N . I cannot believe a mere child of Zek could infiltrate our society, this whole encounter has been very frightening. Soon a time will come when we can no longer cut ourselves off from the rest of the world. Soon we will be forced to fight every day of our lives to defend our heritage and way of life. Hopefully we shall have allies such as yourself when that time comes. I would like you to have this small token of our gratitude. A venerable wurm allowed us to grace this piece of armor with his teeth when he passed on, wear it well.||||||
32117|skyshrine|Commander_Leuz|say|Very good! Take this to the scout and wait for them to return the report.||||||
32118|skyshrine|Commander_Leuz|say|Well this artifact will defently need study. Thank you for this report. Perhaps after we have researched this object more we will have more for you to search for.||||||
32119|skyshrine|Eldriaks_Fe`Dhar|say|First you must awaken his spirit by speaking where you found his corpse. You must say exactly this: 'You are one but two. Your vengeance shall find a home.'  Hopefully this will bring him to you. You must then hurry and splash the vial of Kromzek blood upon his ghostly form. The taste of the blood with bring him fully into existence. You must then do battle with him. If you defeat him, you will have split his being which will be represented by two more shades. Give them each a flawless diamond. He will comply and choose these gems as a phylactery. Once you have the dual phylactery, you need only combine them with the assembled naginata in a forge to create the Ethereal Bladed Naginata. Bring me the the weapon.||||||
32120|skyshrine|Eldriaks_Fe`Dhar|say|Hmm? What's this? Oh! You are the $R who has been helping us with the nameless one. Well, not so nameless anymore. A part of Garzicor clings to this world, eager to wreak vengeance upon the giants who murdered him. We've decided that a weapon must be constructed, and the restless spirit of Garzicor must be bound to it. You must be the one to construct this weapon. This dust must be used in the forging of the weapon's blade. Are you a master smith,  $N?||||||
32121|skyshrine|Eldriaks_Fe`Dhar|emote|%s takes the staff, blade, and tsuba and looks them over. He says, 'Excellent craftsmanship. These will make a fine weapon. But one part remains to join all the pieces together. That is the fitings.' The Wyvern then hands you the items back along with a vial of blood and says, 'This vial of blood will allow you to awaken Garzicor's spirit.'||||||
32122|skyshrine|Eldriaks_Fe`Dhar|say|You have succeeded  $N. Garzicor's spirit no longer calls to us from beyond. Now we ask that you do one more thing. You must wield this weapon against all giant kind to satiate Garzicor's thirst for vengeance. The Naginata has a special power against the Kromzek, they will fall easily before it. However, if you do not wish to, hand the weapon back to me and I'll give you an earring more worthy of a being of faith. If you are one of sorcerous powers, hand me the earring and I'll hand you a ring more suited to you.||||||
32123|skyshrine|Eldriaks_Fe`Dhar|say|Tis sad to see that the weapon will not be wielded by its maker, but here is your earring. Wear it well.||||||
32124|skyshrine|Eldriaks_Fe`Dhar|say|So you prefer the ring? Very well. May it serve you well,  $N.||||||
32125|skyshrine|Eldriaks_Fe`Dhar|say|You have decided to wield the Naginata after all?||||||
32126|skyshrine|Jualicn|say|Combine the four runes in this lexicon and you will then have the teachings of Relinar. After you have done this, you are required to speak again with Lawyla about the problems we are having with Kromzek spies.||||||
32127|skyshrine|Lawyla|say| $N, you are to be commended for your valor and determination in assisting my Kin. Here is the spell that Hsagra died so long ago over. I only ask that each time that you use the sorcery here, that you remember Hsagra in a silent prayer of thanks. For I hope that will help ease Yelinak's still tormented soul from his loss. I bid you farewell. You are welcome amongst our ranks.||||||
32128|skyshrine|Oglard|emote|%s examines the axe closely. The Wurm's eyes widen as he makes out the name of Garzicor and immediately raises his head to the ceiling, letting out a howl of emotional pain. Your bones shake with the screach, an image of a man in the midst of a rain of his own child's blood comes to mind, the agony is so great. Out of breath, Oglard drops his head and focuses his attention back to you, barely able to hold himself up. He places an urn before you and says, 'You must find his corpse. Find his burial site and summon Garzicor's spirit by speaking your remembrance of him. Speak to him and find out all you can. Return to me with 2 pieces of his corpse combined in that urn. Help us  $N, you MUST!'||||||
32129|skyshrine|Oglard|say|Thank you,  $N. With this urn, our fears are confirmed. His spirit is split, each striving for its own desire. We've decided what must be done. Your help is key in the success of our plans. If you wish to continue what you have started, please take this urn to Eldriaks Fe`Dhar. He will make known to you our plan.||||||
32130|skyshrine|Ralgyn|despawn|self||||||
32130|skyshrine|Ralgyn|say|It is with great sorrow that I receive this talisman which clearly symbolizes the death of my son for he would first suffer a hundred deaths then rather then to willingly give up his only bind to his Mother. However your assistance and dedication to me is unquestioned. For your efforts I would like you to carry something very special to me. Please take this Circlet and treasure it always as it belonged to my Faliana. I feel as much as you assisted me in obtaining the whereabouts of my son I know that she would want you to have it as much as I do. Sadly, now I must mourn my lost son however I shall never forget your kindness,  $N, Thank you.||||||
32131|skyshrine|Sentry_Emil|say|Good, then perhaps you wouldn't mind performing a small task then? With the betrayal of Kragen Morshire, the kin retreated from the Skyshrine and have taken up residence in the Tunare Court. Before I was called to guard the gate, I had been assigned to deliver a report to them. If you indeed wish to be friend to the kin, take this report to the Wakening. Eysa Florawhisper. She will give you a token indicating that she has received the message, return this to me and we may see a reward.||||||
32132|skyshrine|Sentry_Emil|despawn|self||||||
32132|skyshrine|Sentry_Emil|say|Your service is appreciated,  $N. I cannot reward you well at this point but you have come closer to the kin, the citizens of Skyshrine.  Continue to prove your loyalty and greater rewards you may see, perhaps the greatest of all.. in time.  I must go now and report this to my superiors.  Farewell.||||||
32133|skyshrine|Sentry_Kale_|say|Very well, should you complete this task you will be doing a great service to the kin. As of late our supplies of velium ore have been growing short. We need to restock this supply but our normal source has run dry for the most part.  Word has come to us that the Coldain are sitting on a large source of this ore and while we have no love for these Coldain, we have arranged a deal with one of their velium miners. Deliver this note along with a payment of 50 platinum to Ungdin, in the Coldain mines. Bring the velium shipment back to me and I will see about a reward.||||||
32134|skyshrine|Sentry_Rotiart|attackplayer|||||||
32134|skyshrine|Sentry_Rotiart|despawn|self||||||
32134|skyshrine|Sentry_Rotiart|spawn|114004|playerX|playerY|playerZ|playerHeading||
32135|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32136|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32137|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32138|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32139|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32140|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32141|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32142|skyshrine|Supreme_Laochsmith_Psorin|say|Thank you,  $N. Please accept this Helm as a token of our gratitude for your service to the Shrine.||||||
32143|skyshrine|Ziglark_Whisperwing|say|You must first prove this to me before I allow you through our home.  Wenglawks of Kael is an acquaintance of ours who has been feeding us information on the storm giants' movements through Velious.  Lately our couriers to him have disappeared.  What you must do is take this request to him along with 200 platinum as payment for the storm giants' locations and return the information to me.  After you complete this task for me, we will discuss passage through the Skyshrine.||||||
32144|skyshrine|Ziglark_Whisperwing|say|Excellent, you have gotten the information back and you are still in one piece!  Perhaps you could be useful to our cause.  Here is the key to leave the Skyshrine.  Just place it on the flaming pot of the dragon statue, near the center of the pool in the courtyard.||||||
32145|soldunga|Marfen_Binkdirple|say|Ah! 'Bout time ye got yer lazy bones down here! I was beginnin' ta worry bout ya. Thought ye'd never pick the doll up. Me kin worked and toiled over this thing fer days. That Baenar was sure exact in every detail. For a special child, he said. Must be some child. He spent all he had and some he didn't. Still owes us a show! Anyway, I heard she passed away some time ago. Give the lad muh regards.||||||
32146|soldungb|#Zordak_Ragefire|attackplayer|||||||
32146|soldungb|#Zordak_Ragefire|emote|%s laughs maniacally as he crushes the pearl in his hands with inhuman strength. 'The Triumvirate missionaries think their petty magic can affect me!! I will send your heads to Omak as a symbol of what is to come for all of his missionaries!'||||||
32146|soldungb|#Zordak_Ragefire|spawn|32004|playerX|playerY|playerZ|playerHeading||
32147|soldungb|Zordak_Ragefire|despawn|self||||||
32147|soldungb|Zordak_Ragefire|emote|%s is engulfed by a shimmering blue light! An inhuman expression of rage crosses his face and flames leap in his eyes as he begins to vanish in the shimmering light! 'The Triumvirate may have succeeded in sending me back to my cursed homeland for the time being! I swear to you I shall return from Skyfire and destroy all of the Triumvirate Missionaries in flames!'||||||
32148|soltemple|a_seeker|attackplayer|||||||
32148|soltemple|a_seeker|despawn|self||||||
32148|soltemple|a_seeker|emote|%s shakes violently as his hand closes on the coral statue and flames dance in the depths of his eyes! The statue begins to emit a reddish glow then shatters in a burst of fire and smoke! The flames in the plasmatic priest's eyes vanish with the explosion and only madness remains! 'The Triumvirate thinks that destroying my spirit of flame will stop me?!! I will kill you all now, the goblins will continue to war, and when my spirit is restored I will ensure that Ixiblat Fer consumes all of Norrath in his flames!!'||||||
32148|soltemple|a_seeker|spawn|80042|playerX|playerY|playerZ|playerHeading||
32149|soltemple|an_undead_knight|say|Well done,  $N, here is your reward.||||||
32150|soltemple|an_undead_knight|say|You have been granted the darkforge greaves!!||||||
32151|soltemple|an_undead_knight|say|You may now wear the darkforge boots!!||||||
32152|soltemple|an_undead_knight_|say|You now own the darkforge helm.||||||
32153|soltemple|an_undead_knight_|say|I grant you the darkforge breastplate!!||||||
32154|soltemple|an_undead_knight_|say|You now have the darkforge vambraces.||||||
32155|soltemple|an_undead_knight_|say|You now own a darkforge bracer.||||||
32156|soltemple|Blaize_the_Radiant|say|Wear this with pride!||||||
32157|soltemple|Blaize_the_Radiant|say|Wear this with pride!||||||
32158|soltemple|Blaize_the_Radiant|say|Wear this with pride!||||||
32159|soltemple|Blaize_the_Radiant|say|Wear this with pride!||||||
32160|soltemple|Cryssia_Stardreamer|say|Good show,  $N, here is your lambent bracer||||||
32161|soltemple|Cryssia_Stardreamer|say|Exceptionally well done,  $N, here is your lambent breastplate. Wear it with pride.||||||
32162|soltemple|Cryssia_Stardreamer|say|Well done,  $N, here is your lambent helm. Wear it with the praises of the League of Antonican Bards.||||||
32163|soltemple|Cryssia_Stardreamer|say|Excellent,  $N, you have proved yourself most resourceful. Here are your lambent vambraces.||||||
32164|soltemple|Gardern|say|Well done,  $N - here is the staff of Temperate Flux. Use it with the blessings of the Temple of Solusek Ro.||||||
32165|soltemple|Gardern|say|Well done,  $N. Now I will craft your Weeping Wand, as promised.||||||
32166|soltemple|Gardern|say|Here is your prize - a lambent sapphire.||||||
32167|soltemple|Gavel_the_Temperant|say|Wear this with pride!||||||
32168|soltemple|Gavel_the_Temperant|say|It is an honor to forge such a weapon. Wield it with pride!||||||
32169|soltemple|Gavel_the_Temperant|say|Wear this with pride!||||||
32170|soltemple|Gavel_the_Temperant|say|Wear this with pride!||||||
32171|soltemple|Genni|say|Here is your prize - a lambent star ruby.||||||
32173|soltemple|Genni|say|I see that Gavel has sent you to me. Very well, I have galvanized your platinum bar - take it.||||||
32174|soltemple|Joyce|say|Astounding! You found all four components that I need to make the Circlet of Mist. Wasn't that ring annoying ? I always find goblins hard to deal with. Well done! Take this circlet with my complements.||||||
32175|soltemple|Joyce|say|One, two, three.. all four runes of clay! I knew you looked competent. I am very impressed! Please take the Clay Bracelet that you have earned.||||||
32176|soltemple|Joyce|say|Marker, heart, boots and gem. All four items that I need to cobble earthen boots for you. Well done! Take these boots, and may they serve you well!||||||
32177|soltemple|Joyce|say|Oh, you brought me all of the components! I knew you could do it. It is my pleasure to give you a Robe of the Elements.||||||
32178|soltemple|Lon_the_Redeemed|say|When evil ruled my life, I hid in the shadows with a fellow thief. This dwarf's name was Conium Darkblade. He was a genius when it came to poisons. I believe he now taints this world with his evil toxins. No doubt he hides near his homeland.||||||
32179|soltemple|Lord_Lyfyx_of_Burwood|emote|%s places the gems inside an ornate metal box.  He begins to tug at his skin.  Your vision blurs as he performs his magic. 'This is what you seek.  Now leave and bother me no further.' ||||||
32180|soltemple|Ostorm|say|Thank you.||||||
32181|soltemple|Ostorm|say|Here is your prize - a lambent fire opal.||||||
32182|soltemple|Ostorm|say|I see that Gavel has sent you to me.  Very well, I have magnetized your platinum bar - take it.||||||
32183|soltemple|Romar_Sunto|say|Tash had a collection of ten antique silver coins that were left in different cities around the world.  If you were to collect all 10 coins, I would give you a coin pouch that would let you combine them into the master coin of Tash.  If you are interested, I will sell you a copy of the Tome of Tash, detailing where the coins were reportedly left, for a mere 50 gold.||||||
32184|soltemple|Romar_Sunto|say|A stone for a staff - very well.||||||
32185|soltemple|Romar_Sunto|say|The Coin of Tash - fully enchanted! I am in your debt. Here is the scroll of Tashania that was promised to you.||||||
32186|soltemple|Romar_Sunto|say|The Coin of Tash. It is of no use to me like this. You must take the coin to Tarn Visilin in High Keep to get it enchanted.||||||
32187|soltemple|Romar_Sunto|say|Once you combine the coins within the pouch, you must take the Coin of Tash to Tarn Vislin in the HighKeep library to get it enchanted.  Give him the coin and he will enchant it for you.||||||
32188|soltemple|Solomen|say|Here you are, then.  Good luck on your journey.||||||
32189|soltemple|Solomen|say|You actually did it! I never would have thought that anyone could have truly followed this path. This is a tribute to your intelligence and patience. Here, take this staff and know that you have made Solusek Ro and all the wizards of the world proud this day.||||||
32190|soltemple|Sultin|say|Well done, adventurer. You have kept your part of the bargain, so I keep mine. Here is your rod.||||||
32191|soltemple|Sultin|say|I see that you are resourceful... you have earned your incandescent wand.||||||
32192|soltemple|Sultin|say|Four pairs of gloves you have given me ? I will give you one pair in return. We shall see who had the better deal.||||||
32193|soltemple|Sultin|say|Fortune favors you .. as will this mask.||||||
32194|soltemple|Syllina|say|You will need to give the following components to a tailor: a Shadow Wolf Pelt, a Silk Swatch and a Scroll of Gather Shadows. Have the tailor weave them together and she will make you Shadow Silk. To make large shadow silk add an extra shadow wolf pelt. To make inky shadow silk, add an extra scroll.||||||
32195|soltemple|Syllina|say|Silk, wing, mask, globe... all of the components necessary for the making of a robe of Enshroudment. Well done. Here is your reward.||||||
32196|soltemple|Syllina|say|So you have gathered all of the components for me to weave Shadowbound Gloves... Well done. You will be wanting these.||||||
32197|soltemple|Syllina|say|I see that you have gathered all of the necessary components... Well done. Here are your Shadowbound Boots.||||||
32198|soltemple|Vilissia|say|Mask, patch, skull and mask. All of the items necessary for me to make an acumen mask.  Excellent.  All praise Solusek Ro!||||||
32199|soltemple|Vilissia|say|Here is your prize - a lambent ruby.||||||
32200|soltemple|Vilissia|say|You impress me, adventurer! I had not expected you to return with all of the runes. Very well, I shall keep my half of the bargain. Here is your Runescale Cloak.||||||
32201|soltemple|Vilissia|say|I see that Gavel has sent you to me.  Very well, I have vulcanized your platinum bar - take it.||||||
32202|soltemple|Vira|say|All of the components to make the infamous broom of Trilon!  Well done, adventurer.  As you have proven yourself worthy, I grant you this broom.||||||
32203|soltemple|Vira|say|Each of the four items needed to construct the famed Shovel of Ponz!  Very well.  As you have displayed ingenuity, I grant you this shovel.||||||
32204|soltemple|Vira|say|All of the pieces of the famous Torch of Alna!  I never thought you would find them all!  As you have displayed courage, I grant you this torch.||||||
32205|soltemple|Vira|say|The four components required for the stein of Ulissa?!  I am impressed!  As you have displayed valor, I grant you this stein.||||||
32206|soltemple|Vurgo|say|A shadowed scythe! Well done! The only good shadowed man is a banished one. As the weapons of the shadowed men have a tendency to disappear, I have given you a note to remind me that you have indeed supplied me with a scythe. Give me the note with the following items and I will forge you a harvester: a fungus eye from a mortuary fungus in the Estate of Unrest, a shadowed knife from an island goblin headmaster in the Ocean of Tears and a fire opal. Give me these items, and I will forge for you a harvester.||||||
32207|soltemple|Vurgo|say|A shadowed book! Well done! The more banished shadowed men the better. As the items of the shadowed men tend to disappear, I have given you a note to remind me that you have indeed supplied me with a book. Give me the note with the following items, and I will scribe for you Words of Darkness: a book of darkness from the Erudites in the tower by Lake Rathe, a book of frost from the icy goblin in Permafrost Keep and 300 golden coins. Bring me these items, and I will scribe for you the Words of Darkness.||||||
32208|soltemple|Vurgo|say|My note, a fungus eye, a shadowed knife and gold! All of the necessary components to make a harvester. Well done, adventurer!||||||
32209|soltemple|Vurgo|say|All of the necessary components for me to scribe the Words of Darkness! Very good, adventurer. Take your tome, you have earned it.||||||
32210|soltemple|Walthin_Fireweaver|say|Quality boots for a quality bard. Well done,  $N.||||||
32211|soltemple|Walthin_Fireweaver|say|Well done,  $N, you have justly earned your pair of lambent gauntlets.||||||
32212|soltemple|Walthin_Fireweaver|say|I always knew that you would earn these lambent greaves,  $N, you just had that look about you. Well done!||||||
32213|southkarana|#Brother_Qwinn|say|We thank you for the return of the Code of the Whistling Fist. Take this sewing needle. You shall find it useful should you aid Brother Zephyl in his quest. His item, the needle, a swatch of shadow silk and a scroll containing Jonathan's Whistling Warsong. Into a sewing kit they will be going. And into the brotherhood will you. I hope you do not wish me to return the headband..||||||
32216|southkarana|an_interrogator|say|I see you wish to become an interrogator. This is not a duty for the weak of heart you know. This job sometimes requires...||||||
32217|southkarana|an_interrogator|say|Excellent work, you did just fine today. You'll make a fine interrogator. Talk to Vegalys about advancing further.||||||
32218|southkarana|a_hermit|say|Good work, my friend! I thank you and the Unkempt Druids thank you. Unfortunately I have sold the other song sheet to a traveling bard of the plains. I believe her name was Cordelia. Now be on your way. Unless you plan to join the Unkempt Druids..?||||||
32219|southkarana|a_hermit|say|What fine work you do! In the name of all Norrath's beasts and of the Unkempt Druids, I thank you. No longer will there be senseless slaughter. Here is the flute.||||||
32220|southkarana|Baenar_Swiftsong|say|What's that you say? You wish to have the doll I was to give her? Whatever for? Bah! Nevermind me. I rant like an old woman sometimes. I should let her memory go but I would stop my heart from beating before I forget that child. Here, take this invoice. I have no further use for it. Give it to Marfen Binkdirple.||||||
32221|southkarana|Baenar_Swiftsong|say|So, Belious Naliedin sent you, eh?' Baenar shakes his head. 'I hope your letter of introduction did not empty your purse. You have the audience you seek. What is your request? A song perhaps? To immortalize your heroic deeds in song? How about an epic battle with a gnoll pup? I'll make you famous.||||||
32222|southkarana|Baenar_Swiftsong|say|A note from the child? How can that be! How could she know I was her father? Unless? Cyrah told her. Forgive me. Cyrah was the name of the woman to whom I was betrothed. Unfortunately her parents forbade her from marrying a lowly bard such as myself. Her father married her off to a young merchant in Qeynos named Maligar. She married him only out of respect to her father. Her heart was truly mine, at least, so she always said. When Serra was born, I visited them both often. She was like no other, so innocent and sweet. In those few years I watched her grow up to be more and more like her mother and I saw none of the father in her appearance. I do not like Maligar, but the least we can do is inform him of his child's death. I saw his caravan pass by not more than a day ago headed to Qeynos.||||||
32223|southkarana|Baenar_Swiftsong|say|That vile dog! I knew there was something not right with him, the way he stared at everyone with contempt! Even his own wife! I curse him! I curse him to stay upon the realm and deny him what he most desires! This is too much! I cannot play or write this day. The sadness overwhelms me. In honor of Serra, the daughter that was denied to me in spirit, I vow never to play this instrument again! It was her favorite and she listened to me play for hours on end. Here take it! Take it out of my sight! Leave me be with my grief and my loss.||||||
32224|southkarana|Kelkim_Menkia|emote|%s snatches the gut strings from your hand and immediately begins to string her lute. 'This is wonderful, I will be able to play my lute again soon! Take this old sheet of music I found - I don't think I will have much use for it. My new desire is to bash gnoll heads in with my lute. Safe travels to you, $N.||||||
32225|southkarana|Lord_Grimrot|say|The head for my commander. Let us see. I have a body ready for it. There. Hahahaha!! As for your fine work, take this. Also, I believe you can help me find my beloved Arlena.||||||
32226|southkarana|Shakrn_Meadowgreen|say|By the gods, a fire goblin totem! Well done, warrior! Here is your crafted helm. Wear it with pride, for it is a true warrior's helmet.||||||
32227|southkarana|Shakrn_Meadowgreen|say|Ho ho! An aviak charm. These are not easy to come by. You have proven yourself a mighty warrior, and therefore deserve to wear these crafted warrior gauntlets.||||||
32228|southkarana|Shakrn_Meadowgreen|say|What strength you must have to return with a frost goblin totem. You have surprised me - I did not think you up to the task. Take these crafted boots - you have indeed earned them.||||||
32229|southkarana|Shakrn_Meadowgreen|say|A griffon eye - I shall eat well tonight, and toast you in the manner of my ancestors. Take these crafted vambraces - they will serve you well.||||||
32230|southkarana|Ulan_Meadowgreen|say|Very good. I am always in need of more optic nerves. Take this crafted bracer with my thanks.||||||
32231|southkarana|Ulan_Meadowgreen|say|Is this.. it is! I did not recognize it at first, but this is indeed the circlet my father once crafted. It seems to have been enchanted since. Take these crafted greaves with my thanks for a job well done.||||||
32232|southkarana|Ulan_Meadowgreen|say|Most impressive - all three pieces of the dwarven rune. When joined, this shall serve me well. Take this crafted pauldron with my gratitude.||||||
32233|southkarana|Ulan_Meadowgreen|say|I am most impressed that you have returned from Castle Mistmoore with a werewolf talon. You have justly earned your crafted breastplate.||||||
32234|southkarana|Vhalen_Nostrolo|say|Oh, dear! I forgot to repair Cassius' lute. I shall fix and return it to him myself. Thank you for bringing this to me. Here, please return this note to Cassius. He shall be most happy. Thank you again, good citizen!||||||
32235|southkarana|Vhalen_Nostrolo|say|Thank you, my friend. I have just completed the composition. It is a work of art. Here. Have a copy. I hope you have the musical talent required to play it. If not.. Practice, practice, practice!||||||
32236|southkarana|Yeka_Ias|despawn|self||||||
32236|southkarana|Yeka_Ias|emote|%s grabs the heart as you toss it to him before realizing what it is. As soon as it touches his hands, his body convulses, a sickly light emanating from his eyes and oozing cracks appear in his skin. As he melts into the ground, a small glowing ball floats where he once stood.||||||
32237|sro|Andad_Filla|say|You still have a way to go!  Seek out Misty Tekcihta near the arena at Lake Rathe.  Run like the wind!||||||
32238|sro|Ortallius|say|You serve the Burning Prince as I do. The Redeemed has instructed me to give you this reward upon completion of your test. Practice your arts and prepare yourself. Evil approaches our realm. Long live Ro!!||||||
32239|sro|Ortallius|say|You will make a fine addition to the crusade. Continue the cleansing of the desert. Let it be known that the Defenders of Ro are here to challenge the evils of the desert. I call upon the righteousness of all paladins to assist me.||||||
32240|sro|Rathmana_Allin|say|Good luck, my friend. May Solusek Ro guide your hand.||||||
32241|sro|Rathmana_Allin|say|A simple code. Why do you even bother Rathmana with such child's play? Here is your translation. That was the easiest twenty gold coins I ever earned.||||||
32242|steamfont|a_female_rat|despawn|self||||||
32242|steamfont|a_female_rat|emote|%s ingests the virulent substance and becomes ill.||||||
32242|steamfont|a_female_rat|spawn|56003|playerX|playerY|playerZ|playerHeading||
32243|steamfont|Brona_Frugrin|say|Not only did you find Borxx but you were able to slay her as well?! You are truly a champion of great skill. This lens of Borxx's will greatly aid our research of other planes of existence. I have been authorized by the Eldritch Collective to offer you this Staff of the Observers. Carry it with pride.||||||
32244|steamfont|Ennixy_Frennor|say|Wormwood? Why do you want that? OH nevermind. Here! Take it and leave me alone! You're wasting my valuable time!||||||
32245|steamfont|Forpar_Fizfla|say|So you know Vedico! How is the lass? If Vedico would give you the time of day, you must be something special. What can I do for you? I hope you have not come to have me make another mystical instrument.||||||
32246|steamfont|Forpar_Fizfla|say|Wow! I didn't think a $R like you would be able to gather all of those things. Forpar rambles around and works with small tools for a good ten minutes before handing you a very fine looking lute head. 'Now, do you want to gather the next pieces for me?||||||
