eqid|spawngroupid|zone|x|y|z|heading|respawntime|variance|pathgrid|eq_condition_old|enabled|animation|boot_respawntime|clear_timer_onboot|boot_variance|force_z|min_expansion|max_expansion|content_flags|content_flags_disabled|z_eq_original|wowcustom
353431|56310|steamfont|1377|-1728|-111.90625|128|270|0|26|0|1|0|0|0|0|0|-1|-1|||-109.900002|0
353432|56029|steamfont|-603|-108|-104.72996|135|270|0|21|0|1|0|0|0|0|0|-1|-1|||-102.300003|0
353433|56061|steamfont|992|210.00002|-134.74908|245|270|0|24|0|1|0|0|0|0|0|-1|-1|||-132.600006|0
353434|56029|steamfont|-218.00002|-977|-32.00173|204|270|0|21|0|1|0|0|0|0|0|-1|-1|||-31.200001|0
353435|56029|steamfont|-190|-1320|-63.65682|253|270|0|21|0|1|0|0|0|0|0|-1|-1|||-62.400002|0
353436|56029|steamfont|-588.00006|-251.00002|-114.45246|65|270|0|21|0|1|0|0|0|0|0|-1|-1|||-112.5|0
353437|56019|steamfont|1791.0001|1269.0001|-111.90625|170|341|0|0|0|1|0|0|0|0|0|-1|-1|||-108.099998|0
353438|56019|steamfont|1739|1265|-111.90625|214|341|0|0|0|1|0|0|0|0|0|-1|-1|||-108.099998|0
353439|222487|steamfont|802|-1318|-121.16689|0|270|0|17|0|1|0|0|0|0|0|-1|-1|||-116.800003|0
353440|56107|steamfont|-158|-512|-101.94286|34|1440|0|3|0|1|0|0|0|0|0|-1|-1|||-98.899986|0
353441|56104|steamfont|1588|1056|-78.61415|97|270|0|23|0|1|0|0|0|0|0|-1|-1|||-76.099998|0
353442|56029|steamfont|-643|-234.00002|-112.29465|29|270|0|21|0|1|0|0|0|0|0|-1|-1|||-110.300003|0
353443|56061|steamfont|1077|-365|-104.83239|166|270|0|24|0|1|0|0|0|0|0|-1|-1|||-99.399986|0
353444|56113|steamfont|107.00001|-874.00006|-110.95177|9|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109|0
353445|222484|steamfont|1783.0001|779.00006|-91.75653|260|270|0|18|0|1|0|0|0|0|0|-1|-1|||-89|0
353446|56104|steamfont|1541.0001|1050|-68.82869|256|270|0|23|0|1|0|0|0|0|0|-1|-1|||-64.899986|0
353447|56061|steamfont|759|-186|-38.23665|50|270|0|24|0|1|0|0|0|0|0|-1|-1|||-35.799999|0
353448|222487|steamfont|1151.0001|-1527|-111.90625|3|270|0|17|0|1|0|0|0|0|0|-1|-1|||-110|0
353449|222136|steamfont|-1901|-699.00006|-124.4839|61|270|0|2|0|1|0|0|0|0|0|-1|-1|||-120.699997|0
353450|222486|steamfont|913|-325|-53.8729|164|270|0|24|0|1|0|0|0|0|0|-1|-1|||-51|0
353451|56061|steamfont|964|-108|-102.22476|96|270|0|24|0|1|0|0|0|0|0|-1|-1|||-98.099998|0
353452|56012|steamfont|-498|-262.00003|-115.95384|0|21600|0|1|0|1|0|0|0|0|0|1|99|||-114.300003|0
353453|56061|steamfont|497.00003|49|-110.49065|74|270|0|24|0|1|0|0|0|0|0|-1|-1|||-108.599998|0
353454|56019|steamfont|-1914|-271|-110.78377|35|341|0|0|0|1|0|0|0|0|0|-1|-1|||-107|0
353455|56091|steamfont|-1080.0001|-1800|-104.51963|123|270|0|0|0|1|0|0|0|0|0|3|99|||-102.300003|0
353456|56084|steamfont|-1169.0001|1748.0001|-109.03266|93|270|0|25|0|1|0|0|0|0|0|-1|-1|||-107|0
353457|56073|steamfont|717|1242|-111.80561|39|270|0|22|0|1|0|0|0|0|0|-1|-1|||-109.900002|0
353458|56092|steamfont|-1126.0001|-1781|-111.90625|123|270|0|0|0|1|0|0|0|0|0|3|99|||-110|0
353459|222486|steamfont|257|-614|-111.90625|171|270|0|24|0|1|0|0|0|0|0|-1|-1|||-109.400002|0
353460|56320|steamfont|-1218|-262.00003|-101.1299|232|270|0|19|0|1|0|0|0|0|0|-1|-1|||-99.5|0
353461|56320|steamfont|-825|-330|-108.74558|66|270|0|19|0|1|0|0|0|0|0|-1|-1|||-106.900002|0
353462|56320|steamfont|-990.00006|-252.00002|-65.36633|234|270|0|19|0|1|0|0|0|0|0|-1|-1|||-63.099998|0
353463|56029|steamfont|-8|-1987|-36.34347|102|270|0|21|0|1|0|0|0|0|0|-1|-1|||-32.599998|0
353464|56019|steamfont|1760|1221|-111.90625|144|341|0|0|0|1|0|0|0|0|0|-1|-1|||-106.300003|0
353465|56019|steamfont|1805.0001|1223.0001|-111.90625|122|341|0|0|0|1|0|0|0|0|0|-1|-1|||-108.099998|0
353466|56088|steamfont|-1132|-1726.0001|-111.06874|123|270|0|0|0|1|0|0|0|0|0|3|99|||-109.599998|0
353467|56090|steamfont|-1128|-1823|-100.86111|123|270|0|0|0|1|0|0|0|0|0|3|99|||-98.599998|0
353468|222486|steamfont|1091.0001|-265|-27.39705|133|270|0|24|0|1|0|0|0|0|0|-1|-1|||-23.700001|0
353469|56134|steamfont|-1529|-1832.0001|-111.90625|112|270|0|0|0|1|0|0|0|0|0|-1|-1|||-110|0
353470|222487|steamfont|469|-1566.0001|-130.27832|116|270|0|17|0|1|0|0|0|0|0|-1|-1|||-123.800003|0
353471|56029|steamfont|-695.00006|145|-109.07658|65|270|0|21|0|1|0|0|0|0|0|-1|-1|||-107.199997|0
353472|56019|steamfont|1557|1047|-67.13333|118|341|0|0|0|1|0|0|0|0|0|-1|-1|||-63.299999|0
353473|56105|steamfont|-1782.0001|700|-111.90625|5|270|0|0|0|1|0|0|0|0|0|-1|-1|||-106.905197|0
353474|56061|steamfont|567|15|-69.10724|76|270|0|24|0|1|0|0|0|0|0|-1|-1|||-65.099998|0
353475|56104|steamfont|1552|924|-86.84145|73|270|0|23|0|1|0|0|0|0|0|-1|-1|||-84.199997|0
353476|56320|steamfont|-1157|-451|-76.51924|213|270|0|19|0|1|0|0|0|0|0|-1|-1|||-75.399986|0
353477|56061|steamfont|847.00006|198|-147.39058|245|270|0|24|0|1|0|0|0|0|0|-1|-1|||-143.600006|0
353478|222486|steamfont|613.00006|-588.00006|-78.89115|224|270|0|24|0|1|0|0|0|0|0|-1|-1|||-76.699997|0
353479|222487|steamfont|1180.0001|-1718|-111.90625|133|270|0|17|0|1|0|0|0|0|0|-1|-1|||-106.900002|0
353480|56139|steamfont|1577|1709|-109.35786|130|270|0|0|0|1|0|0|0|0|0|3|99|||-105.599998|0
353481|56106|steamfont|-1782.0001|693|-111.90625|60|270|0|0|0|1|0|0|0|0|0|-1|-1|||-110.030197|0
353482|222401|steamfont|-1216.0001|1701.0001|-110.08585|80|270|0|25|0|1|0|0|0|0|0|-1|-1|||-108.199997|0
353483|56109|steamfont|-150|-504.00003|-108.25425|157|270|0|4|0|1|0|0|0|0|0|-1|-1|||-105.599998|0
353484|56061|steamfont|665.00006|-326|-55.12562|241|270|0|24|0|1|0|0|0|0|0|-1|-1|||-53.799999|0
353485|56029|steamfont|-347|-353.00003|-113.83276|179|270|0|21|0|1|0|0|0|0|0|-1|-1|||-111.900002|0
353486|56079|steamfont|1513|-2223|-103.4375|37|270|0|0|0|1|0|0|0|0|0|-1|-1|||-100.300003|0
353487|56084|steamfont|-1122|1441.0001|-158.82529|155|270|0|25|0|1|0|0|0|0|0|-1|-1|||-156.399994|0
353488|56104|steamfont|1333.0001|1002|-66.02832|124|270|0|23|0|1|0|0|0|0|0|-1|-1|||-63|0
353489|56104|steamfont|1207|1042|-107.50381|128|270|0|23|0|1|0|0|0|0|0|-1|-1|||-104.599998|0
353490|56110|steamfont|1548.0001|-2248|-103.4375|76|270|0|0|0|1|0|0|0|0|0|-1|-1|||-100.900002|0
353491|56073|steamfont|792|1389|-79.58615|101|270|0|22|0|1|0|0|0|0|0|-1|-1|||-76.899986|0
353492|56127|steamfont|79|-660|-108.89205|63|270|0|0|0|1|0|0|0|0|0|3|99|||-107|0
353493|222486|steamfont|1144.0001|-345.00003|-89.42299|239|270|0|24|0|1|0|0|0|0|0|-1|-1|||-87|0
353494|56125|steamfont|-1377|556.00006|-111.90625|6|1440|0|0|0|1|0|0|0|0|0|-1|-1|||-110|0
353495|222482|steamfont|-1449|-377.00003|-111.85123|199|270|0|20|0|1|0|0|0|0|0|-1|-1|||-109.900002|0
353496|56310|steamfont|1238|-1687.0001|-111.90625|2|270|0|26|0|1|0|0|0|0|0|-1|-1|||-107.5|0
353497|56132|steamfont|1891.0001|-308|-112.93674|100|270|0|0|0|1|0|0|0|0|0|-1|-1|||-111|0
353498|56073|steamfont|601|1469.0001|-106.7577|158|270|0|22|0|1|0|0|0|0|0|-1|-1|||-102.099998|0
353499|56073|steamfont|813.00006|1671|-162.1647|153|270|0|22|0|1|0|0|0|0|0|-1|-1|||-159.199997|0
353500|56313|steamfont|1716.0001|-2164|-103.4375|245|341|0|0|0|1|0|0|0|0|0|-1|-1|||-97.099998|0
353501|56275|steamfont|100|-659|-108.89205|68|270|0|0|0|1|0|0|0|0|0|3|99|||-107|0
353502|56122|steamfont|-1785.2611|334.33643|-110.93221|67|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109.056198|0
353503|56126|steamfont|-1860.0001|570|-111.90625|10|1440|0|0|0|1|0|0|0|0|0|-1|-1|||-110.030197|0
353504|56118|steamfont|-66|-441|-109.91773|62|270|0|0|0|1|0|0|0|0|0|-1|-1|||-108|0
353505|222486|steamfont|790.00006|-228.00002|-25.18515|141|270|0|24|0|1|0|0|0|0|0|-1|-1|||-22.299999|0
353506|56116|steamfont|1873.7966|-277.29794|-111.62919|127|1150|0|0|0|1|0|0|0|0|0|-1|-1|||-108.599998|0
353507|56121|steamfont|-1623.6636|429.88116|-110.93221|152|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109.056198|0
353508|56112|steamfont|-1512.2205|-1844.3927|-110.93221|79|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109|0
353509|56119|steamfont|43.00001|-617|-108.89205|17|270|0|0|0|1|0|0|0|0|0|-1|-1|||-107|0
353510|222486|steamfont|293|27|-57.76832|82|270|0|24|0|1|0|0|0|0|0|-1|-1|||-51.900002|0
353511|56111|steamfont|-1603.9679|-1838.852|-110.93221|258|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109|0
353512|222623|steamfont|1450|-2292|-103.4375|260|341|0|13|0|1|0|0|0|0|0|-1|-1|||-99.599998|0
353513|222623|steamfont|1769.0001|-2188.0002|-103.4375|188|341|0|10|0|1|0|0|0|0|0|-1|-1|||-99.599998|0
353514|56114|steamfont|1867.3455|-196.97813|-111.86187|12|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109.900002|0
353515|56115|steamfont|-1571.170410|-1820.290771|-110.991280|241|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109.099998|0
353516|56061|steamfont|1325|-34|-117.16577|2|270|0|24|0|1|0|0|0|0|0|-1|-1|||-113|0
353517|56117|steamfont|-1788.314|665.669|-109.83904|193|270|0|0|0|1|0|0|0|0|0|-1|-1|||-107.962997|0
353518|56320|steamfont|-1176.0001|-866|-108.1217|169|270|0|19|0|1|0|0|0|0|0|-1|-1|||-106.400002|0
353519|222484|steamfont|1617|717|-132.60208|260|270|0|18|0|1|0|0|0|0|0|-1|-1|||-130.100006|0
353520|56120|steamfont|175|-874.00006|-110.95177|124|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109|0
353521|222484|steamfont|1661|799.00006|-79.35004|54|270|0|18|0|1|0|0|0|0|0|-1|-1|||-76.800003|0
353522|222487|steamfont|558.00006|-1524|-195.6106|75|270|0|17|0|1|0|0|0|0|0|-1|-1|||-187.199997|0
353523|56123|steamfont|-1695.952|828.3402|-110.93221|121|270|0|0|0|1|0|0|0|0|0|-1|-1|||-109.056198|0
353524|222487|steamfont|1020|-1249|-111.90625|34|270|0|17|0|1|0|0|0|0|0|-1|-1|||-106.199997|0
353525|56124|steamfont|-1860.0001|545|-111.90625|0|1440|0|0|0|1|0|0|0|0|0|-1|-1|||-110.030197|0
353526|56029|steamfont|-387.00003|-331|-115.6503|23|270|0|21|0|1|0|0|0|0|0|-1|-1|||-114.099998|0
353527|56310|steamfont|1468|-1616.0001|-111.90625|110|270|0|26|0|1|0|0|0|0|0|-1|-1|||-108.099998|0
353528|56310|steamfont|1571|-1684|-110.6174|131|270|0|26|0|1|0|0|0|0|0|-1|-1|||-109|0
353529|56019|steamfont|-1858.0001|-317|-111.34087|232|341|0|0|0|1|0|0|0|0|0|-1|-1|||-107.5|0
353530|56131|steamfont|1371|-835|-111.90625|60|900|0|0|0|1|0|0|0|0|0|1|99|||-110|0
353531|56130|steamfont|133|-605|-108.89205|126|270|0|0|0|1|0|0|0|0|0|1|99|||-107|0
353532|56310|steamfont|815.00006|-1618|-111.55539|1|270|0|26|0|1|0|0|0|0|0|-1|-1|||-109.699997|0
353533|56155|steamfont|-825|528|-123.92732|206|1440|0|0|0|1|0|0|0|0|0|-1|-1|||-122|0
353534|56019|steamfont|-1920|-177.00002|-110.6112|232|341|0|0|0|1|0|0|0|0|0|-1|-1|||-106.800003|0
353535|222486|steamfont|1330.0001|-221|-108.45409|32|270|0|24|0|1|0|0|0|0|0|-1|-1|||-106.5|0
353536|222487|steamfont|523|-1477|-187.82346|121|270|0|17|0|1|0|0|0|0|0|-1|-1|||-181.300003|0
353537|56019|steamfont|-1839|-166|-111.90625|237|341|0|0|0|1|0|0|0|0|0|-1|-1|||-108.099998|0
353538|223562|stonebrunt|-4028|2397|-47.85802|10|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-44.105579|0
353539|223562|stonebrunt|-3821|2158|-47.25|170|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.200001|0
353540|223559|stonebrunt|-4442.0005|-3413.0002|-189.91843|248|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-185.300003|0
353541|223579|stonebrunt|992|-2047.0001|568.0897|170|1200|0|0|0|1|0|0|0|0|0|-1|-1|||572.400024|0
353542|223566|stonebrunt|1974.0001|3382.0002|774.9094|126|1200|0|1|0|1|0|0|0|0|0|-1|-1|||779.200012|0
353543|223566|stonebrunt|949|-2121.0002|581.5414|45|1200|0|4|0|1|0|0|0|0|0|-1|-1|||586.700012|0
353544|223557|stonebrunt|1715.0001|1933.0001|710.9714|120|1200|0|1|0|1|0|0|0|0|0|-1|-1|||715.700012|0
353545|100088|stonebrunt|75|-650|396.72412|119|1200|0|4|0|1|0|0|0|0|0|-1|-1|||403.299988|0
353546|223566|stonebrunt|-453|-1743|630.4173|92|1200|0|4|0|1|0|0|0|0|0|-1|-1|||636.299988|0
353547|100160|stonebrunt|-4692.0005|864|-30.26262|65|1200|0|6|0|1|0|0|0|0|0|-1|-1|||-26.299999|0
353548|100160|stonebrunt|-4080|2101|-92.2284|58|1200|0|6|0|1|0|0|0|0|0|-1|-1|||-88.599998|0
353549|100160|stonebrunt|-4481|942|-34.45835|43|1200|0|6|0|1|0|0|0|0|0|-1|-1|||-30.700001|0
353550|100160|stonebrunt|-4516|1150|-26.04441|85|1200|0|6|0|1|0|0|0|0|0|-1|-1|||-22.299999|0
353551|100160|stonebrunt|-4589.0005|1296|-27.35921|54|1200|0|6|0|1|0|0|0|0|0|-1|-1|||-23.5|0
353552|223576|stonebrunt|-1422|892|275.1718|46|1200|0|4|0|1|0|0|0|0|0|-1|-1|||278.600006|0
353553|223566|stonebrunt|2346.0002|-1263|955.7848|52|1200|0|3|0|1|0|0|0|0|0|-1|-1|||960.700012|0
353554|100177|stonebrunt|2219|-3222|824.1264|134|1200|0|3|0|1|0|0|0|0|0|-1|-1|||831|0
353555|100177|stonebrunt|1102|-3312|555.40765|141|1200|0|3|0|1|0|0|0|0|0|-1|-1|||561|0
353556|100177|stonebrunt|1242|136|744.36053|136|1200|0|1|0|1|0|0|0|0|0|-1|-1|||753.200012|0
353557|223566|stonebrunt|3412|-660|1058.4246|168|1200|0|2|0|1|0|0|0|0|0|-1|-1|||1063|0
353558|100066|stonebrunt|1414|-1395|757.0773|165|1200|0|0|0|1|0|0|0|0|0|-1|-1|||760.400024|0
353559|100088|stonebrunt|-3547|-3387|296.533|131|1200|0|4|0|1|0|0|0|0|0|-1|-1|||302.200012|0
353560|100088|stonebrunt|-703|-3531|632.64746|141|1200|0|4|0|1|0|0|0|0|0|-1|-1|||641.099976|0
353561|100088|stonebrunt|-1509|-232|297.3053|119|1200|0|4|0|1|0|0|0|0|0|-1|-1|||301.700012|0
353562|100088|stonebrunt|-4121|-3662|218.34364|134|1200|0|4|0|1|0|0|0|0|0|-1|-1|||224.899994|0
353563|100066|stonebrunt|1124|-315|1023.88|120|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1027.599976|0
353564|100066|stonebrunt|1135|-295.00003|1023.97906|76|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1027.699951|0
353565|223566|stonebrunt|3681|-250|1176.303|107|1200|0|2|0|1|0|0|0|0|0|-1|-1|||1180|0
353566|100088|stonebrunt|2604|-1273.0001|906.7542|126|1200|0|3|0|1|0|0|0|0|0|-1|-1|||910.099976|0
353567|100088|stonebrunt|2202.0002|-2590|834.57715|23|1200|0|3|0|1|0|0|0|0|0|-1|-1|||838.400024|0
353568|100083|stonebrunt|-848|-1251.0001|521.4653|205|1200|0|4|0|1|0|0|0|0|0|-1|-1|||524.299988|0
353569|100083|stonebrunt|-3317|1002|231.58537|133|1200|0|4|0|1|0|0|0|0|0|-1|-1|||233.600006|0
353570|223566|stonebrunt|2851|-207|1068.4781|100|1200|0|2|0|1|0|0|0|0|0|-1|-1|||1071.900024|0
353571|100088|stonebrunt|-3211|-3660.0002|543.26166|141|1200|0|4|0|1|0|0|0|0|0|-1|-1|||547.400024|0
353572|100088|stonebrunt|-829.00006|2603|307.9342|119|1200|0|4|0|1|0|0|0|0|0|-1|-1|||311.700012|0
353573|223555|stonebrunt|3726.0002|-964|1167.75|220|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353574|100042|stonebrunt|-4426.0005|-3384|-194.482|11|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-189.800003|0
353575|100088|stonebrunt|-1038|-3341.0002|347.21747|131|1200|0|4|0|1|0|0|0|0|0|-1|-1|||352.700012|0
353576|100088|stonebrunt|-618|-3537|663.6236|141|1200|0|4|0|1|0|0|0|0|0|-1|-1|||673.700012|0
353577|100118|stonebrunt|-448|1100|382.5436|199|1200|0|4|0|1|0|0|0|0|0|-1|-1|||386.399994|0
353578|100118|stonebrunt|403.00003|-810|481.66037|207|1200|0|4|0|1|0|0|0|0|0|-1|-1|||486.299988|0
353579|100088|stonebrunt|1663|-966.00006|1037.8542|257|1200|0|3|0|1|0|0|0|0|0|-1|-1|||1041.599976|0
353580|100088|stonebrunt|-1982.0001|2905.0002|617.33386|119|1200|0|5|0|1|0|0|0|0|0|-1|-1|||621.5|0
353581|223579|stonebrunt|1338|-1469.0001|723.69525|34|1200|0|0|0|1|0|0|0|0|0|-1|-1|||727.599976|0
353582|100088|stonebrunt|1376.0001|-925|925.9752|258|1200|0|3|0|1|0|0|0|0|0|-1|-1|||929.400024|0
353583|223557|stonebrunt|2231|102|1003.5911|130|1200|0|1|0|1|0|0|0|0|0|-1|-1|||1008.599976|0
353584|100118|stonebrunt|-4621|-3813.0002|19.75261|141|1200|0|4|0|1|0|0|0|0|0|-1|-1|||35.599998|0
353585|223570|stonebrunt|3434|107.00001|1111.1709|130|1200|0|2|0|1|0|0|0|0|0|-1|-1|||1116.900024|0
353586|100176|stonebrunt|3755|2989|1189.625|36|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1193.300049|0
353587|223554|stonebrunt|3729.0002|2956|1189.625|235|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1195.199951|0
353588|223565|stonebrunt|3746|2944|1189.625|102|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1195.199951|0
353589|223565|stonebrunt|3800|3040|1189.625|82|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1195.199951|0
353590|223554|stonebrunt|3791.0002|3059|1189.625|203|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1193.300049|0
353591|223565|stonebrunt|3795.0002|2978|1188.9762|111|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1192.699951|0
353592|100176|stonebrunt|3725|3022|1190.9457|243|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1194.699951|0
353593|223555|stonebrunt|3748.0002|-1039|1167.75|63|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353594|223564|stonebrunt|3746|-989|1167.75|92|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353595|100116|stonebrunt|3784|-945|1167.75|135|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353596|100116|stonebrunt|3792.0002|-1004.00006|1167.75|134|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353597|100116|stonebrunt|3798.0002|-981|1167.75|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353598|223564|stonebrunt|3787|-965.00006|1167.75|189|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1172.699951|0
353599|100042|stonebrunt|-641|-2731|357.65277|257|1200|0|0|0|1|0|0|0|0|0|-1|-1|||361.899994|0
353600|223559|stonebrunt|-609|-2744|358.832|104|1200|0|0|0|1|0|0|0|0|0|-1|-1|||362.5|0
353601|100042|stonebrunt|-598|-2777.0002|359.29532|213|1200|0|0|0|1|0|0|0|0|0|-1|-1|||363.600006|0
353602|223559|stonebrunt|-592|-2718|359.4524|92|1200|0|0|0|1|0|0|0|0|0|-1|-1|||363.100006|0
353603|100042|stonebrunt|-604|-2705|359.00095|211|1200|0|0|0|1|0|0|0|0|0|-1|-1|||363.299988|0
353604|100042|stonebrunt|-652|-2701|357.10938|218|1200|0|0|0|1|0|0|0|0|0|-1|-1|||361.399994|0
353605|223558|stonebrunt|-4132|3314|-47.25|136|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.873989|0
353606|223558|stonebrunt|-4113|3286|-47.25|105|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.873989|0
353607|223558|stonebrunt|-4120.0005|3347|-47.25|170|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.498989|0
353608|223558|stonebrunt|-4165|3309|-47.25|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.873989|0
353609|223558|stonebrunt|-4204|3319.0002|-47.25|65|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353610|100078|stonebrunt|-4189.0005|3339|-47.25|133|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353611|223558|stonebrunt|-4191|3390|-47.25|200|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353612|100078|stonebrunt|-4221|3386|-47.25|199|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353613|223558|stonebrunt|-4248.0005|3329|-47.25|5|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353614|100078|stonebrunt|-4312|3336|-47.25|139|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353615|100078|stonebrunt|-4337|3384|-47.25|210|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353616|223558|stonebrunt|-4363|3368|-47.25|211|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353617|223558|stonebrunt|-4343|3328|-47.25|10|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353618|223562|stonebrunt|-3851.0002|2131|-47.25|10|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353619|223562|stonebrunt|-3818|2123|-47.25|98|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353620|223562|stonebrunt|-3863.0002|2183|-47.25|210|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353621|223563|stonebrunt|-3998.0002|2412|-47.25|149|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.249001|0
353622|223562|stonebrunt|-4021|2442|-47.25|199|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.498989|0
353623|223561|stonebrunt|-4821|1188|-47.25|245|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353624|223561|stonebrunt|-4825|1142|-47.25|29|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353625|223567|stonebrunt|-4861|1311|-47.25|221|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353626|223561|stonebrunt|-4823.0005|1161|-47.25|1|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353627|223567|stonebrunt|-4805|1116.0001|-47.25|54|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-43.400002|0
353628|223567|stonebrunt|-4800|1216.0001|-47.25|197|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-42.799999|0
353629|100111|stonebrunt|-264|-1546|551.7287|247|1200|0|4|0|1|0|0|0|0|0|-1|-1|||555.5|0
353630|100111|stonebrunt|-2129|-1403|244.3675|29|1200|0|4|0|1|0|0|0|0|0|-1|-1|||248.800003|0
353631|100111|stonebrunt|-2112|-3121.0002|262.4607|117|1200|0|4|0|1|0|0|0|0|0|-1|-1|||266.600006|0
353632|100111|stonebrunt|-129|-275|408.9821|165|1200|0|4|0|1|0|0|0|0|0|-1|-1|||413.600006|0
353633|100111|stonebrunt|-3087|-2339|14.0789|199|1200|0|4|0|1|0|0|0|0|0|-1|-1|||17.700001|0
353634|100111|stonebrunt|-5387.0005|-905.00006|-411.1|130|1200|0|4|0|1|0|0|0|0|0|-1|-1|||-411.100006|0
353635|100111|stonebrunt|-4387|526|-2.58332|119|1200|0|6|0|1|0|0|0|0|0|-1|-1|||1.6|0
353636|100111|stonebrunt|-4904.0005|750|41.73255|119|1200|0|6|0|1|0|0|0|0|0|-1|-1|||53.799999|0
353637|100111|stonebrunt|1864|-3121.0002|718.64374|141|1200|0|3|0|1|0|0|0|0|0|-1|-1|||722.099976|0
353638|100111|stonebrunt|3698.0002|-732|1162.5586|188|1200|0|2|0|1|0|0|0|0|0|-1|-1|||1166.199951|0
353639|100111|stonebrunt|-4271|-3469.0002|-152.3181|132|1200|0|4|0|1|0|0|0|0|0|-1|-1|||-147.800003|0
353640|100111|stonebrunt|-3730|-3629.0002|470.33328|134|1200|0|4|0|1|0|0|0|0|0|-1|-1|||474.399994|0
353641|100111|stonebrunt|369.00003|-3384|518.66003|134|1200|0|4|0|1|0|0|0|0|0|-1|-1|||523.799988|0
353642|100111|stonebrunt|3378|3109|1111.142|147|1200|0|1|0|1|0|0|0|0|0|-1|-1|||1115.099976|0
353643|100130|stonebrunt|1281|-628|1024.2931|41|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1028.599976|0
353644|100179|stonebrunt|1209|-592|1024.3724|105|1200|0|0|0|1|3|0|0|0|0|-1|-1|||1028.099976|0
353645|100132|stonebrunt|1206|-607|1024.3724|14|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1028.099976|0
353646|100133|stonebrunt|1219.0001|-628|1024.3724|40|3600|0|0|0|1|0|0|0|0|0|-1|-1|||1028.099976|0
353647|100109|stonebrunt|4426.0005|-3585.0002|2189.8552|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||2194.699951|0
353648|100195|stonebrunt|1363|-583.00006|1025.1226|66|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1028.800049|0
353649|100135|stonebrunt|1293|-627|1024.4985|50|1200|0|0|0|1|0|0|0|0|0|-1|-1|||1028.800049|0
353650|100015|stonebrunt|1240|-648|1026.0853|44|1200|0|0|0|1|3|0|0|0|0|-1|-1|||1030.400024|0
