name|text
RWTLbf2|Nine offerings were made to `  the Powers,`Each symbolising toil of `  mortal hours;`Three times three, created by `  mortals,`Burned at once, in the Grove `  between portals.`Three given by Elvenkind `  fair,`Delicate offerings worked with`  care;`Three from noble Humanity's `  kin,`Each festive creation ushered `  in,`And Three from Karana's `  favoured race,`Fitting tributes to their `  Lord's smiling face.`First came the priests from `  Elven lands,`Their three gifts held in `  whitened hands...`There came a tall elf named `  Silvered Tree`Carrying a bottle, bigger even`  than me!`Of workmanship it was most `  refined`The jewelled bottle well `  defined.`The bottle itself was first `  created,`From magical gold, with opal `  mated,`With a glass bottle, by `  jeweller skilled.`What gorgeous craft with drink`  to be filled.`Once bottle crafted, now came `  the brew:`Using the magnum, wine yeast `  and double grapes too,`With a little soda water mixed`  to taste`Not a drop of liquid gone to ` waste.`With these fine ingrediants `  five,`The result was a champagne for`  which to strive!`In order to mix the soda `  water,`Ye should seek out Mudhand's `  daughter.`Thus water and soda should ye `  simply mix,`To produce more fizz than `  fizzlepops six!`The elves do brew in varying `  strengths,`Adding more or less grapes, `  such lengths!`However, this drink requires `  grapes just two,`Though using one or three can `  taste fine too!`With gift upon the fire `  overturned, `Back to the throng Silvered `  Tree returned.
RWTLbf3|Then came the second Elven `gift,`A sacred sickle with poise and`lift.`A smiling elf stepping out `  from the band,`Named Summer Sirocco, after `  warm wind's hand.`From three main parts were `  made his Sickle,`All forged together with `  hammer fickle.`First I must tell you of `  captured essence,`So that what follows makes `  more sense.`Across the worlds there are `  scattered,`Runes, words and other magicks`  mattered.`Here in the Fungus Caves can `  be found,`A Celestial Solvent, from `  Elf-girl bound.`Place a vial of this within a `  mortar,`And grind in rune, or word, `  without water.`The result is purest magic's `  flavour,`With many uses, ye shall `  savour.`One such use is in powder `  blessing:`Imbue the Elf-deity's gem with`  Tunarean tressing.`With this gem, and acid, and `  magical essence,`Fire in a kiln, to release the`  magical presence.`For each of the Sickle's three`  main parts,`The process is similar, say `  truest hearts:`Each main part is made of `  Seven:`Dust blessed from Tunare's `  Heaven,`Your hammer, and a metal `  sheet,`Celestial Essence and temper `  meet,`A gem - one from red, green or`  blue,`And finally the correct Mold `  too.`Whether making blade, hilt or `  pommel, choose thy Mold,`And the correct product shall `  ye behold.`The temper of which I have `  said,`Is brewed from Elf-wine, `  coloured red,`Mixed with Magical Essence `  but,`Also add a sprig of the leaf `  that the Sickle shall cut.`From these three can the `  temper be made,`With which this Sickle's game `  is played.`With the offering placed upon `  the fire,`So to the crowd did Summer `  Sirocco retire.
RWTLbf4|From the kilns of Kelethin `  came offering third,`A prayer to the Goddess then `  was heard,`From the lips of she named `  Fox's Fyre came,`Hymns sung in the Elf-Queen's `  name.`As the gathering sung in a `  single voice,`Upon the fire was placed the `  Elf druid's choice:`A shining Idol of Tunare, `  golden`From potter's hands, this `  product molden.`Eight constituents for this `  are needed,`To my earlier words I trust ye`  heeded!`Take magic's essence, and `  water flask,`And a sizable block of magical`  clay for this task,`With a sketch of the idol, `  too,`A lump of gold, and Emerald `  Imbue,`With Distilled Mana and your `  sculpting tool,`Place on thy Potter's Wheel, `  as normal rule.`When ready to firm the clay at`  fiery heat,`Use a Godly glaze, and `  adequate firing sheet.`With practiced skill and some `  luck,`From the kiln's flames the `  Idol might you pluck.`Also made by the Potters of `  Kelethin precarious,`Other Idols, for deities `  various.`It is said that each uses a `  differing stone,`Though this is knowledge that `  I do not own.`And so it was that the `  Elf-gifts Three,`Were all upon the fire beneath`  the Great Tree.`The sun that had lit the Grove`  so far,`Sunk beneath the trees, and so`  we saw a Star,`A sign that the Powers' now `  did glance,`Down upon the Congregation's `  dance.
RWTLbf5|"Next came the Three gifts from`  the race of Man,`Fashioned according to their`  traditional plan.`Workers of strange metals are `  they,`Some in the coldest lands, `  velium workers, they say.`In the manufacture of even the`  smallest bits,`The creation of temper tested `  their wits,`Though now solved, this course`  to thee I show,`So that in the right direction`  might ye go.`Brew together magical essences`  four,`And into that mix a special `  drink then pour:`Created by human settlers in `  the Ice Land,`Explorers, brave adventurers, `  and,`Made from Allspice; water ye ` will also need,`With some brown form of native`  seaweed.`Using a small glass, your `  Heater is created,`Upon which the strongest taste`  buds can be sated!`However, ye will use it to `  mix, as I have said,`With magical essences four, as`  you have read.`""Listen here"", said the first `  druid of Man,`""Here is my gift, but I don't `  like your plan!"",`With fiery temper, and eyes `  alight,`From the one named Gosselin, `  many took fright.`""There are ways and means for `  druid life,`My way is the right way, all `  else is strife!""`Onto the fire he placed an `  object strange,`'Twas a fishing rod, with `  incredible range.`The Spool was smithed, by the `  look;`Two velium bits and sandalwood`  I think it took.`Then, so strong yet pliant, `  the cord,`What incredible fabric could `  this afford?`Perhaps a cord made entirely `  of silk,`And treated by a tailor, maybe`  in that ilk.`It would take the largest egg `  ye could find,`Then turned into oil, if I `  used my mind.`Use that egg's oil with the `  silk cord, to treat,`That would be the line - it `  would be quite a feat."
RWTLbf6|Place the line and the spool `  into a box of tackle,`Then, and this is the part as `  cunning as the jackal,`Add in a single magical `  essence vial,`And a small blessed `  Karana-dust pile.`The fifth and last item to `  place in there,`Is the branch of a sacred tree`  - but from where?`It looks otherworldy, as from `  a spot,`That is of Norrath and mortal `  places not.`From these components five, I `  think one could fashion,`That magical rod, cast on the `  fire with passion.`Unto the crowd, did Gosselin `  glare;`He stepped back, raise to him `  none would dare.`Second from Men came a curious`  Stein,`It certainly looked like `  nothing of mine.`It was as if a Potter had `  taken,`Magical essence, and water if `  I'm not mistaken.`Along with his tools, and a `  ceramic sketched,`With some magical clay and `  then fetched,`A lacquered star ruby, but `  what is this stone?`Perhaps a jeweller could make `  that alone:`A little lacquer, and the gem,`  in his kit;`I'm sure that would be a `  suitable fit.`Use all six on the Potter's `  Wheel,`Then fire in the Kiln, however`  you feel.`Carried by Paldor, a druid so `  tall,`Steins made from other stones `  are within his thrall.`In order to make the sacrifice`  ripe,`Thou shouldst use the star `  ruby type.`And so with a wink Paldor `  retook his place,`Amongst the singing crowd, a `  smile on his face.
RWTLbf7|Then came the third and final `  gift of Man,`Brought by Running Wolf, but `  where had he ran?`A strange name for a druid `  fine,`He closely resembled a friend `  of mine.`The gift was a Robe, so well `  made and sewn,`If I were a taller, I'd have `  one of my own!`The neckpiece was silver, `  smithed with skill;`Magical silver, metal bits and`  water to fill.`Then, gems of the primary `  colours and that chain -`A jeweller had clearly crafted`  one main.`With pieces of Tunarean silk -`  perhaps three,`A tailor had sewn the robe, I `  could see,`Also using a pattern, and the `  gemmed chain,`And a magical needle, or I am `  not sane!`Those basic ingrediants six `  went to form,`The luxuriant robe, honourably`  worn.`Upon the magical silk, I then `  did wonder,`A process exact, one cannot `  blunder!`Combining a swatch of silk, `  and magical essence,`And a pinch of Tunarean dust `  would make sense.`The magical needle, now there `  is a thought -`I think from a mold and metal `  bits is it wrought;`Magical essence and water `  don't forget to include,`Then smith in the forge `  whenever is your mood!`So mankind and elfkind their `  gifts had given,`By love of their Gods to their`  arts driven.`A second star appeared `  brightly in the sky,`As if the opening of another `  deity's eye;`And so, to those of Karana's `  humble folk,`To the duty of sacrifice,  `  passion awoke!`Sorrun, brave halfling, he `  held high,`What appeared to be a `  sumptuous pie!`So fitting for the halfling `  kin,`There is no doubt he is far `  from thin!`The pie smelled divine, made `  from good dough,`A good shaped pie tin; the `  filling, though`It seemed familiar, as if it `  were a paste,`Created from vile plants in my`  Caverns, make haste!`Slay them well, and mix them, `  with flour,`And cream and allspice, a `  taste to devour!
RWTLbf8|Such a wonderful pie, all the `  halflings agreed,`All eyes on the crust, so `  great was our need!`That gift delivered, it was my`  wish,`To give to Karana our `  customary dish;`My eyes well up, tis how `  strongly I feel,`When I contemplate this epic `  meal.`Listen closely, and I shall `  teach you the making,`Though it requires much study `  of baking!`The Picnic is something that `  we all adore,`One always desires to have `  just a little more!`Eight components there are to `  this feast,`The first, a cheese, is but `  the least.`Add mints, salad and jumjum `  spiced beer,`And two slices of jumjum cake,`  nothing to fear!`A sandwich too, of which you `  shall hear,`And the eighth is a basket, `  bringing up the rear.`The most widely known is the `  jumjum cake,`From usual methods, add `  jumjum, to make!`Mints are simple, and can be `  made by the sheaf,`Just mix frosting with a `  eucalytus leaf!`Now listen closely for brewing`  of spiced beer -`Barley, hops, spices and `  jumjum you shall need near!`Mix in some water, and into a `  bottle pour;`The salad requires ingrediants`  four:`Lettuce, and fennel, `  vegetables and jumjum,`Tasty on its own, sometimes `  nice with rum!`Mix three frostings and a `  fruit portion,`Creates a spread quite lovely,`  use caution!`Mix it with bread and a `  sandwich you'll find,`That's for the picnic, if `  you've been left behind!`Weave two mandrake roots ` together, task it!`Then sew in some boning: your `  picnic basket!`A meal so good, a while it `  takes to eat,`More than food, a religious `  treat!
RWTLbf9|The final gift of Karana's `  kind,`What other treat could I `  possibly find?`Something worthy of his `  attention..`What better symbol could I `  mention!`From my backpack I then `  withdrew,`My old talisman, that's seen `  me through,`Adventures of all kinds, when `  I were young,`And with the brave and foolish`  fought among.`The Lucky Cabbage, my faithful`  friend,`That's been with me until the `  end!`And then to the Elder Gods I `  did proffer,`The ninth of Nine, the final `  offer.`A cabbage of your own you can `  enchant,`Sprinkle dust upon the wild `  cabbage plant.`Magical essence, acid, pebble `  from the plains,`To place in the kiln is all `  that remains,`Thus your blessed dust `  created,`Your craving for Lucky Cabbage`  sated!`The fire in the Grove roared `  high,`Its flames touching the ebon `  sky,`The Gods then did upon us `  shine, `What they revealed I shall `  keep mine.`However, you can perhaps try `  too,`By making the Nine, `  sacrificing true,`In a fiery furnace of suitable`  heat,`A smiths forge, perhaps, your `  needs will meet.`Remember that the Gods are `  always looking,`Make well thy sewing, and fair`  thy cooking!`For those of you bold and `  adequately plucky,`Come and try thy skills, if ye`  feelst lucky!`Such endless talk will wear me`  thin.`I shall sleep now, and return `  to my Inn.``- - -`Rebecca Cabbageleaf`The New Thicket Inn
RWTmyth|Legend tells of a special `crucible used by the ancients `of the world to magically `transport themselves from `place to place.``We can recreate this effect, `using some heavy clay, `sculpting tools, a bowl `sketch, a spell scroll of `Lesser Succour and just a dab `of celestial essence.`The bowl should be fired with `a glaze to seal in the `scroll's energies.  Use two `portions of opal powder, to `one measure of sarcoscypha `fungus, with one measure of `kunzar glue (kunzar fishbones `baked with water).``Opal powder is created by `firing an opal with some acid.``We are told, also, of magical `rings that cause harm to their`foes.``Perhaps one could try a `lacquered gemstone with water,`a small block of clay, a vial `of cloudy (or clear?) mana and`some celestial essence.  `Shaping the ring should be `easy with sculpting tools.``Lacquering is achieved by `placing a gemstone with some `lacquer into the jeweller's `bag - it should produce the `desired results.``Emeralds, fire opals, pearls, `peridots and opals should work`well for these rings; they `lacquer most well of all gems.```Perhaps most interesting of `all are the myths of stones `blessed by the Gods `themselves, focal points for `their energies.``Reconstruction of such a `device could be achieved with `an idol sketch, a large block `of enchanted clay, celestial `essence, distilled mana, `water, sculpting tools and the`appropriate geographical `essence.``Fire the idol with divine `crystalline glaze.````````Tests have shown that some of `the following make excellent `essences for their regions:``Black Roots, Stonefish, Glow `Lichen, Hatch Dace, Barren `Flounders, Clockwork Koi, `Cinnamon Sticks, Surefall Sap,`Thunder Salmon, Fishing Grubs,`Cactii Pulp, and Sea Salt.```The essence is released by `brewing the base with a little`water.
RWTriver|The spirits found me just last night, I must commit the dream to paper.`I saw an sketch of an idol, and clay - was it magical?  There was water, and celestial essence - some other essence too, as well as pure, distilled mana.  Worked with tools, then fired with a holy glaze on a high-quality firing sheet.`That other essence - what was it? It could have been water with Halas turnip, or was it with Deadbone Barley?  Or with the Innothule ground-growers or maybe the Payala Fruit?  What an odd brew.  Not as odd as that skull drink, or that funny Poppin Ale.
RWTsmithing|Lesson 1:``Take two small bricks of `acrylia, and with water make a`sheet.  (4 marks)``Lesson 2:``Using a smithy hammer and `water, make a folded sheet `from a block of acrylia.  `(4 marks)`Lesson 3:``A large brick of acrylia, a `file and some water should now`be used to make some rings. `(3 marks)``Lesson 4:``Put a chisel to a block of `acrylia and make a brick.`(2 marks)`Lesson 5:``Make a small brick by `combining three pieces of `acrylia with water.`(5 marks)``Lesson 6:``Using a chisel, make some `acrylia pieces from a small `brick. (2 marks)`Lesson 7:``Place a blue diamond and a jar`of acid in a kiln, to make `Powder. (3 marks)``Lesson 8:``Two flasks of water and `celestial essence should then `be brewed to make purified `water. (3 marks)`Lesson 9:``Using your purified water and `powder from lessons 7 and 8, `brew the Celestial Temper.  `Show your workings.`(8 marks)``````Notes:``No students may leave the exam`thirty minutes before the end `of the period.``Use of spells, enchantments or`other magics will result in `suspension and `disqualification.``No talking at any time.
RWTsnoworb|Lesson 1: The Basics!``The finest cheeses I ever `tasted were really mature `cheddars.  They'd make hairs `grow on your hands!  Ever `since then, I turned my `talents to trying to make my `own, and now the time has come`to impart my knowledge to you!```In a sturdy bowl, pour two `pints of the finest milk that `you can find.  The secret to `curdling the milk to make the `cheese is a decent rennet, you`can try mine - it's fast!  `Stir well with your dairy `spoon and you've a great `cheese on your hands!``Great with nearly anything!``If you're needing a dairy `spoon (and Gods know how you `manage without), just pop two `bits of metal, a scaler mold `and some water into the forge `- it couldn't be easier!``Instead of rennet, you could `try a little scented benzoin -`instead of your nice, thick `cheese, you have a really `tasty cream!`Lesson 2: Application!``Try a thick sauce, made with `cream, fennel and flour.  Cook`a fillet of wolf, bear, lion `or even mammoth in it for a `lubbly meal!``Filleting couldn't be easier. `Make yourself a knife (like `the spoon, but with more bits `of metal!), then fillet away!`Lesson 3: Experimentation!``I saw some great things when I`was on Antonica, but the Halas`Meat Pie was the best!  So `huge it takes double amounts `of dough, throw in four creamy`fillets of wolf, bear, lion `and mammoth into your pie tin.` `Add sage for that herby `finish!`Lesson 4: Dessert!``What could be better to follow`than a real cake?  Dough, `chocolate, frosting, a touch `of eucalyptus and two splashes`of celestial essence in your `cake round - lovely!``Now you're ready to work your `dairy skills into some sweets!``Lesson 5: After Dinner```Mix up some fresh cream, `frosting, brown algae and just`a dash of eucalyptus - tastes `good, right?``The best is yet to come!  Cook`with the right kind of `mushroom and frosting - now `that is perfection!`Finish with some pop!  Soda `water and fruit juice in a `bottle - knock your socks off!
sarnzordN|Greetings Overking Bathezid. The time has come for you to return the boon owed to me from so long ago. I have need of your most powerful summoners to bring Ixiblat Fer into the mortal realm and reign fire upon my enemies.  Your old friend, Zordak Ragefire.
ScaleBk1|`      The Book of Scale```In eons past came one of the`gods upon the world of Norrath.`Veeshan, Crystalline Dragon and`ruler of the Plane of Sky,`found this world pleasing and`deposited her brood onto the`frozen continent of Velious.```With one swipe of her mighty`claws, Veeshan opened several`great wounds upon the surface`of Norrath, staking her claim`to this promising new world.`Dragons then walked the land`and flew the skies, powerful`beings of great intellect,`wisdom, and strength.  Thus`began the Age of Scale.
ScoutPoisons|Expin's Scout Handbook``Animal Poisons`It is sometimes necessary to`put one of Tunare's creatures`to its final rest. There are`several ways to go about the`task, some of which are more`painless than others. The`following are techniques that`I have found particularly`effective.``For small animals grind up`two parts DOGBANE and one`CHUNK OF MEAT in a mortar`and pestle. A LINED POISON`VIAL and SUSPENSION are also`needed. This will produce a`painless but lethal poison`to most small animals.``For larger animals grind up`one part CASTORBEAN and one`part HOUNDS TONGUE, to reduce`the pain, with one CHUNK OF`MEAT. This poison requires a`SEALED POISON VIAL and`CONSTRICT SUSPENSION.``For animals of great size or`maddened by disease grind up`one part BLACK HENBANE, one`part SNAKES HEAD IRIS and one`CHUNK OF MEAT. This poison`requires a SEALED POISON VIAL`and LARENT SUSPENSION.``Crippling Poisons`It is not always necessary to`slay your enemies or other`threatening creatures.`Tunare has blessedly allowed us`the means of temporarily`weakening or blinding an`opponent.``A gritty salve made of SOOT`HEMLOCK, COYOTETAIL, and a`ground up BURNT OUT LIGHT-`STONE will rob a creature of`its sight. A SEALED POISON`VIAL and LARENT SUSPENSION`are needed for storage.``The effects of the venom from`a GIANT WASP VENOM SACK when`combined with two parts`VAMPIRE BAT SALIVA will cause`a delusional mental state but`a side effect is a burst of`adrenaline in the victim. A`POISON VIAL and SUSPENSION`are needed as well.
ScrlBrnDed|... all our enemies will once again tremble. My friends, the pieces are nearly in place so that our great master, Marnek Jaull may rise up again and spread the cleansing fire of the Burning Prince. Oh, how little our enemies realize! There are some among them who believe they have the knowledge to properly assemble the masters wand. And they deem mere legend the threat of so many of the masters other great weapons and his repository of knowledge that we have carefully safeguarded until this time: his return. The time is near. Rejoice. In humble service to Solusek Ro, Priest Amiaz.
seafarerring|Seafarer Ringmail                                                                 Seafarer ringmail is the choice armor of all    wise seamen. Flexible enough not to hinder your motions and light enough not to drag you down to the briny deep should you happen to walk the    plank.                                                                                          Each piece of Seafarer ringmail is constructed  in the unique Freeport Forge of medium quality  rings, forged with a smithy hammer, tempered    with Sea Temper, and patterned onto a piece of  leather armor.
SecretBrew|Ol' Tujim's Fierce Brew``Ingredient 1`Hops``Ingredient 2`Barley``Ingredient 3`Yeast```Ingredient 4`Malt``Ingredient 5`Two Circles`One above`One below`Two Circles`Connected through`Two Circles`Side by side`Two Circles`What is inside?`Beer or Wine`Here is a clue`These Circles hold`Ol' Tujim's Brew```Hulgarsh``Ingredient 1`Vodka``Ingredient 2`Vodka``Ingredient 3`Flask of Water``Ingredient 4`Cask````Ingredient 5`You find them low`Then cast them high`At first they crawl`You make them fly`They start in Earth`Then hit the Air`Land in Water`And sink from there`They are a ruse`Yet they aspire`To bring home their catch`To a bed of Fire`Bleeding Brain`Ingredient 1`Vodka``Ingredient 2`Spices``Ingredient 3`Shotglass````Ingredient 4`When it is at home`You can not help but see`The Treasure that`This orb might be``Red not Blue`That is your clue`````Ginesh``Ingredient 1`Vegetables``Ingredient 2`Flask of Water``Ingredient 3`Shotglass``Ingredient 4`When Dwarves gather`In the home`This is not named`Though it is known`As drink of choice`To start the night`Precursor to`A yarn or fight`Drunk before`The Rum or Port`This amber is`..
SFT27CLog1|Clockwork 27 C..  Log: 5663172.  Scrapyard.  0700 hours. Biounits enter to deliver outdated Clockworks.   0815 hours. Biounits exit scrapyard.  0900 hours. Biounits enter scrapyard to deliver refuse.  1200 hours. Biounits enter scrapyard to deliver refuse.  1235 hours. Biounits exit scrapyard.   1415 hours. Biounits enter scrapyard to deliver refuse.  1455 hours.  Biounits exit scrapyard.  1600 hours. Biounits enter scrapyard to deliver scrap metal.  1730 hours. Biounits exit scrapyard..
SFT27CLog2|Clockwork 27 C..  Log: 5673172.  Scrapyard.  0700 hours. Biounits enter to deliver outdated Clockworks.   0915 hours. Biounits exit scrapyard.  1003 hours. Biounits enter scrapyard to deliver refuse.  1035 hours. Biounits exit scrapyard.  1908 hours.  Retired Cleaner, Duster Model enters scrapyard.  1909 hours. Retired Cleaner, Duster Model exits scrapyard.  2110 hour Biounits enter scrapyard to deliver scrap metal.  2150 hours. Biounits exit scrapyard.
SHABerGM01|Welcome proud and noble vah shir berserker! I see you are one that is born with fire in your blood. As a berserker, you will learn to master the fires within and put them to your blade. Vrasha Piennsa of the Ireheart Ragers berserker guild will be happy to greet and train you. Give her this note and begin on the path of the berserker.
shadow01|The tide shall turn, as will the light. Your talents could reward you greatly. Follow the shadows down, deep into the darkness. The filth and bile that flows silently underneath Qeynos shall become this city's deadliest enemy. Secretly enter the underworld from below the Grounds of Fate. The passage lies behind the bones, but watch your step, and your back. It is also in your best interest, if you value what little life you have, to be sure you are not followed. S'ragg calls for you now.
ShamanResearch1|Of Spirit and Mind, A Study`of Shamanistic Ways`By Yuriah Jomsab`Volume I``In the higher echelons of `the study of Enchantment, `one must not only `understand the mind, but `also the spirit.  In my `opinion it is not possible `to become a master of both `realms, save for the Gods `of course. I am now however`through intense research, `able to understand, perhaps`only on parchment, the ways`of the Shaman. To `accomplish this task I `spent many years on `sabbatical studying various`forms of life.  In this `tome I present to you my `findings.  Take note that a`quill is always needed to `record the research onto `the piece of parchment.``Spirit Quickening - Page 50`Yaeth's Compendium (Left `Side), Etched Signet``Talisman of Jasinth - Coin `of Xev, Words of Tenure``Everlasting Breath - Page `50 Yaeth's Compendium (Left`Side), Sliver of Moonstone``Levitation - Page 70 `Yaeth's Compendium (Left `Side), Dew Clover``Spirit of Scale - Page 80 `Yaeth's Compendium (Left `Side), Dew Clover``Insidious Decay - Words of `Pain, Flake of Lodestone``Primal Essence - Mist of `Povar, Page 73 Yaeth's `Compendium (Right Side)``Talisman of Shadoo - Card `of Bristlebane, Page 78 `Yaeth's Compendium (Right `Side)``Cripple - Words of Voiding,`Page 80 Yaeth's Compendium `(Right Side)``Shroud of Spirits - Words `of Apparition, Page 82 `Yaeth's Compendium (Right `Side)``Remove Greater Curse - `Words of Apparition, Page `73 Yaeth's Compendium `(Right Side)``Form of the Great Bear - `Page 50 Yaeth's Compendium `(Left Side), Staff Shard of`Luclin``Spirit of the Howler - Page`2 Finnok's Treatise (Left `Side), Flake of Lodestone``Torrent of Poison - Rune of`Amalgamation, Words of `Distress``Acumen - Rune of Ellipse, `Words of Knowledge, Words `of Expertise``Bane of Nife - Words of `Agony, Primordial `Substance, Words of Misery``Regrowth of Dar Khura - `Page 78 Yaeth's Compendium `(Left Side), Runed Emblem, `Page 81 Yaeth's Compendium`
ShamanResearch2|Of Spirit and Mind, A Study`of Shamanistic Ways`By Yuriah Jomsab`Volume II``Malosini - Words of Recall,`Words of Annihilation, `Words of Virtue``Talisman of the Cat - Page `50 Yaeth's Compendium (Left`Side), Runed Emblem, Rune `of Divergency``Talisman of the Brute - `Page 61Yaeth's Compendium `(Left Side), Words of `Comprehension, Words of `Capacity``Cannibalize IV - Page 63 `Yaeth's Compendium (Left `Side), Words of `Exhilaration, Rune of `Divergency``Talisman of the Rhino - `Page 65 Yaeth's Compendium `(Left Side), Words of `Stimulation, Words of `Capacity``Talisman of the Serpent - `Page 73 Yaeth's Compendium `(Left Side), Etched Signet,`Words of Sapience``Tigir's Insects - Words of `Anguish, Words of Distress,`Words of Expertise``Talisman of Epuration - `Page 82 Yaeth's Compendium `(Left Side), Dew Clover, `Words of Invigoration``Acumen of Dar Khura - Rune `of Alternation, Words of `Intent, Words of Capacity``Talisman of the Raptor - `Page 91 Yaeth's Compendium `(Left Side), Dew Clover, `Words of Immunity``Pox of Bertoxxulous - Words`of Agony, Flake of `Lodestone, Words of `Revenant``Voice of the Berserker - `Rune of Incitement, Sliver `of Moonstone, Words of `Propriety``Focus of Spirit - Page 104 `Yaeth's Compendium (Left `Side), Words of Energy, `Page 105 Yaeth's Compendium``Torpor - Page 107 Yaeth's `Compendium (Left Side), `Words of Sapience, Words of`Revenant, Page 118 Yaeth's `Compendium (Right)``Malo - Staff Shard of `Luclin, Words of Energy, `Page 108 Yaeth's `Compendium, Words of `Retention``Avatar - Page 112 Yaeth's `Compendium (Left Side), `Page 112 Yaeth's Compendium`(Right Side), Words of `Virtue``Khura's Focusing - Page 114`Yaeth's Compendium (Left `Side), Etched Signet, Page `115 Yaeth's Compendium`
shdslksew|VAH SHIR SILKEN PRODUCTS``A variety of products can be`produced by a skilled tailor`from the flexible and durable`shadeling and shade silks.``In order to begin working with`silks one must aquire sewing`kit, raw materials, and a`pattern for garments.``The basic raw materials for`silk working are silk`swatches, silk thread, and`silk cords.``Silk Thread can be created`from two strands of`Shadeling Silk.``Silk Swatches can be created`from two strands of Shade`Silk.``Silk Cords can be created from`three silk threads.``Pouches and Bags``Containers of various sizes`can be sewn from a Silk Cord`and a Hopper Hide.`The size of the container`depends on the quality of hide`used.``Shade Silk Clothing``Shade Silk Clothing is sewn`from shade silk swatches`and a pattern appropriate to`the desired article.`Shade Silk Gi's and Shade`Silk Leggings require two`swatches. All other articles`require only one swatch.``Cured Shade Silk Armor``Cured shade silk armor`requires Heady Paeala as`a curing agent for the silk in`addition to the pattern and`swatches.`Heady Paeala can be`obtained from a brewer.``Leggings require two swatches`and three heady paealas.`Headbands, Collars, Sashes,`Wristbands, and Sandals`require one swatch and`two heady paealas.`Masks require only one `heady paeala and one swatch.`Mantles, Cloaks, Sleeves,`and Handwraps require two`swatches and two heady`paealas.`Gi's require three swatches`and two heady paealas.
SHHLewenaNote|To my friend,``Included in the note below is the recipe for your favorite drink! Please take care to keep it safe, it is a well guarded dwarven secret!``1 - Bottle of Brandy`1 - Bottle of Ale`1 - Bag of Mashed Vegetables`1 - Large Basilisk Egg``Mix each of these items together until you get a thin, evenly textured liquid. Place it in a cask and let it ferment for 8 weeks.
shhmrchrec1|Caravan Departing Shadow Haven                     Destination Katta Castellum                                                                                                                Valdanov Zevfeer - Alchemist                            Jarkit Geologo - Jeweler                                    Herkal Fantalicus - Herbalist                              Yalnar Peltskinner - Tanner                                Derkil Stolarix - Metalworker
ShmUQacs|Hear all of Torsis! Our beloved Lord Rak`Ashiir will be appointing another High Priest into the Cazic-Thule clergy in two days. A festival will be held in honor of the event and the High Scale will be present to judge various contests of skill in arms. Booths will be set up selling various wares and food to all. Cazic guide us all.
ShmUQaml|"The list should all be in order except for the swatches of silk. I won't need such a large order in this quarter. Her Divinity Drian made it known to me that they would not need as many new robes this coming season as ""none were quite ready to don them."" My colleagues have all been confirming that the church is buying less and less these days. It seems Rak`Ashiir has decided the royal donation to be cut. However I'm sure we'll find new customers soon and our orders will be back to normal shortly."
ShmUQawa|Hear all Torsis! It is with great regret that we inform you of our Queen, Neh`Ashiir's disappearance. Our best scouts have begun searching the surrounding countries for her trail. The Lord Rak`Ashiir also authorized the hire of mercenaries to venture into the Froglok Territories to search for traces of the Queen. All interested parties should report to the royal Quartermaster's office. Fear not citizens, our Queen will be found. Wisdom guide us.
ShmUQchs|Throughout the history of`   the High Scale it was common`   for the knights to practice`  complete celibacy. It wasn't`  until the controversial Kirn`  was given the hallowed title`  that contact between the `  sexes became tolerated.`  While Kirn wasn't the mightiest`  of the High Scales he was able`  to achieve many great victories`  in the name of our Lord`` of`  Fear. One being the battle`  known as the Bone Rending`  when Kirn lost his fabled`  whip, Thriaxis' Tail, and`  was still able to defeat scores`  of his enemies using his hands`  only. Before this battle ` many believed Kirn could not`  fulfill his duties as a leader`  and patriot for the people.`  However Kirn's might and ``  his lecture on the use of`  females in religious crusade`  and duty convinced the public`  that celibacy had its place`  in divinity but non-celibacy`  also had a place and value`  within the church. A`  shrine depicting Kirn among`  many women was constructed`  in remembrance of his controversial`  reign although his corpse``  was never brought back for`  burial as it was lost far`  across the ocean among distant`  brothers in faith.
ShmUQha|"Neh`Ashiir's `disappearance will `always be cloaked in `mystery. We of Torsis `have a saying that goes`""Neh's chances."" We all `know this is used to `define an innumerable `variable but not many `know of its relation to `the event in the early `years of our fair city. `For as many people as `there were in Torsis `there were that many `theories regarding `Neh`Ashiir's `disappearance. Others `say there were political`tensions between the `queen and her lord, so `much so that she had to `leave to escape death. `And for good measure a `few pointed to the stars `and said that people `from beyond the sky took`her. One thing all agreed`upon however is that the`relationship between `the royal couple was `decaying. Political `scrutinizers noted small `personal habits between `the two that implied a `separation of intimacy `during their public `appearances. Many even `tie the highly `publicized Crusade of `Kirn into the `disappearance of Neh as `Kirn left the city only `a few weeks before. It `is recorded in many `texts that the visage of`Rak'Ashiir reflected `his despair over his `wife's vanishing `although it is a well `known fact that it was `mostly an act played by `the King to keep up his `illusion of nobility. `Perhaps one day we will `find the truth but at `this point it would mean`little to the public."
