SourceZoneShortName|SourceBoxTopNW_X|SourceBoxTopNW_Y|SourceBoxTopNW_Z|SourceBoxBottomSE_X|SourceBoxBottomSE_Y|SourceBoxBottomSE_Z|TargetZoneShortName|TargetPosX|TargetPosY|TargetPosZ|TargetPosOrientation|AreaTriggerDBCID|Comment
qey2hh1|-599.2865|-15945|200|-619.2865|-15975|-100|northkarana|-607.9839|3694.4175|-3.93744|east|7897|
qey2hh1|-579.2865|-15945|200|-599.2865|-15975|-100|northkarana|-587.9839|3694.4175|-3.9372|east|7898|
qey2hh1|-559.2865|-15945|200|-579.2865|-15975|-100|northkarana|-567.9839|3694.4175|-3.93697|east|7899|
qey2hh1|-539.2865|-15945|200|-559.2865|-15975|-100|northkarana|-547.9839|3694.4175|-3.9373|east|7900|
qey2hh1|-519.2865|-15945|200|-539.2865|-15975|-100|northkarana|-527.9839|3694.4175|-3.93747|east|7901|
qey2hh1|-499.28647|-15945|200|-519.2865|-15975|-100|northkarana|-507.9839|3694.4175|-3.93682|east|7902|
qey2hh1|-479.28647|-15945|200|-499.28647|-15975|-100|northkarana|-487.9839|3694.4175|-3.93715|east|7903|
qey2hh1|-459.28647|-15945|200|-479.28647|-15975|-100|northkarana|-467.9839|3694.4175|-3.93736|east|7904|
qey2hh1|-439.28647|-15945|200|-459.28647|-15975|-100|northkarana|-447.9839|3694.4175|-3.8264|east|7905|
qey2hh1|-419.28647|-15945|200|-439.28647|-15975|-100|northkarana|-427.9839|3694.4175|-2.50025|east|7906|
qey2hh1|-399.28647|-15945|200|-419.28647|-15975|-100|northkarana|-407.9839|3694.4175|-1.17463|east|7907|
qey2hh1|-379.28647|-15945|200|-399.28647|-15975|-100|northkarana|-387.9839|3694.4175|0.15098|east|7908|
qey2hh1|-359.28647|-15945|200|-379.28647|-15975|-100|northkarana|-367.9839|3694.4175|1.47665|east|7909|
qey2hh1|-339.28647|-15945|200|-359.28647|-15975|-100|northkarana|-347.9839|3694.4175|2.80275|east|7910|
qey2hh1|-319.2865|-15945|200|-339.28647|-15975|-100|northkarana|-327.9839|3694.4175|4.1286|east|7911|
qey2hh1|-299.2865|-15945|200|-319.2865|-15975|-100|northkarana|-307.9839|3694.4175|4.48957|east|7912|
qey2hh1|-279.2865|-15945|200|-299.2865|-15975|-100|northkarana|-287.9839|3694.4175|4.48932|east|7913|
qey2hh1|-259.2865|-15945|200|-279.2865|-15975|-100|northkarana|-267.9839|3694.4175|4.48939|east|7914|
qey2hh1|-239.2865|-15945|200|-259.2865|-15975|-100|northkarana|-247.98389|3694.4175|4.48958|east|7915|
qey2hh1|-219.2865|-15945|200|-239.2865|-15975|-100|northkarana|-227.98389|3694.4175|4.48946|east|7916|
qey2hh1|-199.2865|-15945|200|-219.2865|-15975|-100|northkarana|-207.98389|3694.4175|4.4892|east|7917|
qey2hh1|-179.2865|-15945|200|-199.2865|-15975|-100|northkarana|-187.98389|3694.4175|4.48955|east|7918|
qey2hh1|-159.2865|-15945|200|-179.2865|-15975|-100|northkarana|-167.98389|3694.4175|4.48929|east|7919|
qey2hh1|-139.00192|-15945|200|-159.00192|-15975|-100|northkarana|-147.98389|3694.4175|4.48918|east|7920|
qey2hh1|-119.00192|-15945|200|-139.00192|-15975|-100|northkarana|-127.98389|3694.4175|4.48932|east|7921|
qey2hh1|-99.00192|-15945|200|-119.00192|-15975|-100|northkarana|-107.98389|3694.4175|4.48939|east|7922|
qey2hh1|-79.00193|-15945|200|-99.00192|-15975|-100|northkarana|-87.98389|3694.4175|4.48928|east|7923|
qey2hh1|-59.00193|-15945|200|-79.00193|-15975|-100|northkarana|-67.98389|3694.4175|4.48949|east|7924|
qey2hh1|-39.00192|-15945|200|-59.00193|-15975|-100|northkarana|-47.98389|3694.4175|4.4895|east|7925|
qey2hh1|-19.00192|-15945|200|-39.00192|-15975|-100|northkarana|-27.98389|3694.4175|4.48952|east|7926|
qey2hh1|0.99808|-15945|200|-19.00192|-15975|-100|northkarana|-7.98389|3694.4175|4.48926|east|7927|
qey2hh1|20.99808|-15945|200|0.99808|-15975|-100|northkarana|12.01611|3694.4175|4.48985|east|7928|
qey2hh1|40.99808|-15945|200|20.99808|-15975|-100|northkarana|32.01611|3694.4175|4.48946|east|7929|
qey2hh1|60.99808|-15945|200|40.99808|-15975|-100|northkarana|52.01612|3694.4175|4.48954|east|7930|
qey2hh1|80.99808|-15945|200|60.99808|-15975|-100|northkarana|72.01612|3694.4175|4.48972|east|7931|
qey2hh1|100.99808|-15945|200|80.99808|-15975|-100|northkarana|92.01611|3694.4175|4.48979|east|7932|
qey2hh1|120.99808|-15945|200|100.99808|-15975|-100|northkarana|112.01611|3694.4175|4.48945|east|7933|
qey2hh1|140.99808|-15945|200|120.99808|-15975|-100|northkarana|132.01611|3694.4175|4.48928|east|7934|
qey2hh1|160.99808|-15945|200|140.99808|-15975|-100|northkarana|152.01611|3694.4175|4.48952|east|7935|
qey2hh1|180.99808|-15945|200|160.99808|-15975|-100|northkarana|172.01611|3694.4175|4.48921|east|7936|
qey2hh1|200.99808|-15945|200|180.99808|-15975|-100|northkarana|192.01611|3694.4175|4.48949|east|7937|
qey2hh1|220.99808|-15945|200|200.99808|-15975|-100|northkarana|212.01611|3694.4175|4.48953|east|7938|
qey2hh1|240.99808|-15945|200|220.99808|-15975|-100|northkarana|232.01611|3694.4175|4.48944|east|7939|
qey2hh1|260.99808|-15945|200|240.99808|-15975|-100|northkarana|252.01611|3694.4175|4.48923|east|7940|
qey2hh1|280.99808|-15945|200|260.99808|-15975|-100|northkarana|272.0161|3694.4175|4.48937|east|7941|
qey2hh1|300.99808|-15945|200|280.99808|-15975|-100|northkarana|292.0161|3694.4175|4.4892|east|7942|
qey2hh1|320.99808|-15945|200|300.99808|-15975|-100|northkarana|312.0161|3694.4175|4.48936|east|7943|
qey2hh1|340.99808|-15945|200|320.99808|-15975|-100|northkarana|332.0161|3694.4175|4.48949|east|7944|
qey2hh1|360.99808|-15945|200|340.99808|-15975|-100|northkarana|352.0161|3694.4175|4.48926|east|7945|
qey2hh1|380.99808|-15945|200|360.99808|-15975|-100|northkarana|372.0161|3694.4175|4.4894|east|7946|
qey2hh1|400.99808|-15945|200|380.99808|-15975|-100|northkarana|392.0161|3694.4175|4.48953|east|7947|
qey2hh1|420.99808|-15945|200|400.99808|-15975|-100|northkarana|412.0161|3694.4175|4.48952|east|7948|
qey2hh1|440.99808|-15945|200|420.99808|-15975|-100|northkarana|432.0161|3694.4175|4.48926|east|7949|
qey2hh1|460.99808|-15945|200|440.99808|-15975|-100|northkarana|452.0161|3694.4175|4.48941|east|7950|
qey2hh1|480.99808|-15945|200|460.99808|-15975|-100|northkarana|472.0161|3694.4175|4.48959|east|7951|
qey2hh1|500.99808|-15945|200|480.99808|-15975|-100|northkarana|492.0161|3694.4175|4.48977|east|7952|
qey2hh1|520.99805|-15945|200|500.99808|-15975|-100|northkarana|512.0161|3694.4175|4.48939|east|7953|
qey2hh1|540.99805|-15945|200|520.99805|-15975|-100|northkarana|532.0161|3694.4175|4.4894|east|7954|
qey2hh1|560.99805|-15945|200|540.99805|-15975|-100|northkarana|552.0161|3694.4175|4.48957|east|7955|
qey2hh1|580.99805|-15945|200|560.99805|-15975|-100|northkarana|572.0161|3694.4175|4.48975|east|7956|
qey2hh1|600.99805|-15945|200|580.99805|-15975|-100|northkarana|592.0161|3694.4175|4.48942|east|7957|
qey2hh1|620.99805|-15945|200|600.99805|-15975|-100|northkarana|612.0161|3694.4175|4.48919|east|7958|
qey2hh1|640.99805|-15945|200|620.99805|-15975|-100|northkarana|632.0161|3694.4175|4.48977|east|7959|
qey2hh1|660.99805|-15945|200|640.99805|-15975|-100|northkarana|652.0161|3694.4175|4.48985|east|7960|
qey2hh1|680.9981|-15945|200|660.99805|-15975|-100|northkarana|672.01605|3694.4175|4.48946|east|7961|
qey2hh1|700.9981|-15945|200|680.9981|-15975|-100|northkarana|692.01605|3694.4175|4.4892|east|7962|
qey2hh1|720.9981|-15945|200|700.9981|-15975|-100|northkarana|712.01605|3694.4175|4.48946|east|7963|
qey2hh1|740.9981|-15945|200|720.9981|-15975|-100|northkarana|732.01605|3694.4175|4.48964|east|7964|
qey2hh1|760.9981|-15945|200|740.9981|-15975|-100|northkarana|752.01605|3694.4175|4.48971|east|7965|
qey2hh1|780.9981|-15945|200|760.9981|-15975|-100|northkarana|772.01605|3694.4175|4.4894|east|7966|
qey2hh1|800.9981|-15945|200|780.9981|-15975|-100|northkarana|792.01605|3694.4175|4.48936|east|7967|
qey2hh1|820.9981|-15945|200|800.9981|-15975|-100|northkarana|812.01605|3694.4175|4.48943|east|7968|
qey2hh1|840.9981|-15945|200|820.9981|-15975|-100|northkarana|832.01605|3694.4175|4.48923|east|7969|
qey2hh1|860.9981|-15945|200|840.9981|-15975|-100|northkarana|852.01605|3694.4175|4.48941|east|7970|
qey2hh1|880.9981|-15945|200|860.9981|-15975|-100|northkarana|872.01605|3694.4175|4.48937|east|7971|
qey2hh1|900.9981|-15945|200|880.9981|-15975|-100|northkarana|892.01605|3694.4175|4.4895|east|7972|
qey2hh1|920.9981|-15945|200|900.9981|-15975|-100|northkarana|912.01605|3694.4175|4.48925|east|7973|
qey2hh1|940.9981|-15945|200|920.9981|-15975|-100|northkarana|932.01605|3694.4175|4.48944|east|7974|
qey2hh1|960.9981|-15945|200|940.9981|-15975|-100|northkarana|952.01605|3694.4175|4.4893|east|7975|
qey2hh1|980.9981|-15945|200|960.9981|-15975|-100|northkarana|972.01605|3694.4175|4.48943|east|7976|
qey2hh1|1000.9981|-15945|200|980.9981|-15975|-100|northkarana|992.01605|3694.4175|4.48931|east|7977|
qey2hh1|1020.9981|-15945|200|1000.9981|-15975|-100|northkarana|1012.01605|3694.4175|4.48941|east|7978|
qey2hh1|1040.998|-15945|200|1020.9981|-15975|-100|northkarana|1032.0161|3694.4175|4.48921|east|7979|
qey2hh1|1060.998|-15945|200|1040.998|-15975|-100|northkarana|1052.0161|3694.4175|4.48979|east|7980|
qey2hh1|1080.998|-15945|200|1060.998|-15975|-100|northkarana|1072.0161|3694.4175|4.48936|east|7981|
qey2hh1|1100.998|-15945|200|1080.998|-15975|-100|northkarana|1092.0161|3694.4175|4.4895|east|7982|
qey2hh1|1120.998|-15945|200|1100.998|-15975|-100|northkarana|1112.0161|3694.4175|9.21513|east|7983|
qey2hh1|1140.998|-15945|200|1120.998|-15975|-100|northkarana|1132.0161|3694.4175|16.37396|east|7984|
qey2hh1|1160.998|-15945|200|1140.998|-15975|-100|northkarana|1152.0161|3694.4175|23.53204|east|7985|
qey2hh1|1180.998|-15945|200|1160.998|-15975|-100|northkarana|1172.0161|3694.4175|30.69027|east|7986|
qey2hh1|1200.998|-15945|200|1180.998|-15975|-100|northkarana|1192.0161|3694.4175|37.84842|east|7987|
qey2hh1|1220.998|-15945|200|1200.998|-15975|-100|northkarana|1212.0161|3694.4175|45.00715|east|7988|
qey2hh1|1240.998|-15945|200|1220.998|-15975|-100|northkarana|1232.0161|3694.4175|52.13285|east|7989|
qey2hh1|1260.998|-15945|200|1240.998|-15975|-100|northkarana|1252.0161|3694.4175|59.18508|east|7990|
qey2hh1|1280.998|-15945|200|1260.998|-15975|-100|northkarana|1272.0161|3694.4175|66.23695|east|7991|
qey2hh1|1300.998|-15945|300|1280.998|-15975|-100|northkarana|1292.0161|3694.4175|73.28895|east|7992|
qey2hh1|1320.998|-15945|300|1300.998|-15975|-100|northkarana|1312.0161|3694.4175|80.34008|east|7993|
qey2hh1|1340.998|-15945|300|1320.998|-15975|-100|northkarana|1332.0161|3694.4175|87.39176|east|7994|
qey2hh1|1650.998|-15945|300|1340.998|-15975|-100|northkarana|1352.0161|3694.4175|94.4425|east|7995|
qey2hh1|75.84883|-542.5421|69.32917|-31.42536|-581.94653|-7.49927|qeytoqrg|1513.8218|-2144.4368|-4.34377|west|7996|
qeynos|280.0685|-545.588|-130.40315|265.7131|-559.97473|-173.82259|qcat|342.93155|-174.30173|20.63099|south|7997|
qeynos|-139.744|-621.6139|-15.531|-156.27011|-644.5565|-28.4994|qcat|215.87834|-307.9224|-41.96876|east|7998|
qeynos|182.13097|-475.6198|-112.23711|167.74506|-490.0059|-150.89478|qcat|231.81284|-63.37023|37.16418|south|7999|
qeynos|-181.74406|46.72382|-85.50188|-196.09868|25.13524|-98.4687|qcat|-175.66235|267.44434|-77.39447|east|8000|
qeynos|602.5575|-68.21589|18.46848|595.2872|-84.16315|-1.49998|qeynos2|-28.41589|357.13477|-1|north|8001|
qeynos|476.61908|-430.3478|18.46728|468.2505|-448.00687|-1.49998|qeynos2|-153.79617|-6.78033|-1|north|8002|
qeynos2|308.06842|-153.74432|-87.61312|293.68155|-168.13039|-126.25974|qcat|1056.424|-48.18194|199.88567|south|8003|
qeynos2|196.09969|350.06757|-106.4264|181.74454|335.68155|-137.56259|qcat|888.40826|216.1999|25.63249|east|8004|
qeynos2|182.12987|77.71163|-29.531|167.74406|41.77633|-42.46874|qcat|636.6273|98.4544|-41.96873|east|8005|
qeynos2|-34.72891|364.0362|18.469|-56.16123|349.68387|-1.49887|qeynos|587.9791|-77.53112|-0.99998|south|8006|
qeynos2|-163.58015|0.1934|18.469|-182.13094|-14.19277|-1.5|qeynos|461.9739|-440.61523|-0.99998|south|8007|
qeynos2|-157.86401|-472.9394|49.56895|-164.17982|-478.59177|32.48004|qeynos2|-155.32207|-699.48413|-14.99994|northwest|8008|To the saucer 1
qeynos2|-156.99733|-474.08157|48.10607|-165.07693|-477.61963|32.48004|qeynos2|-155.32207|-699.48413|-14.99994|northwest|8009|To the saucer 2
qeynos2|-158.99689|-471.78336|33.00002|-162.63376|-479.8742|32.48004|qeynos2|-155.32207|-699.48413|-14.99994|northwest|8010|To the saucer 3
qeynos2|-111.77591|-657.55786|-80.44041|-154.13074|-699.9117|-120.81341|qeynos2|-29.62808|-154.00195|6.00001|south|8011|From saucer
qeynos2|1530.7946|1109.1532|200|1500.7946|1089.1532|-100|qeytoqrg|-310.75885|1099.5929|-7.84374|north|8012|
qeynos2|1530.7946|1089.1532|200|1500.7946|1069.1532|-100|qeytoqrg|-310.75885|1079.5929|-7.84374|north|8013|
qeynos2|1530.7946|1069.1532|200|1500.7946|1049.1532|-100|qeytoqrg|-310.75885|1059.5929|-7.84374|north|8014|
qeynos2|1530.7946|1049.1532|200|1500.7946|1029.1532|-100|qeytoqrg|-310.75885|1039.5929|-7.84374|north|8015|
qeynos2|1530.7946|1029.1532|200|1500.7946|1009.1532|-100|qeytoqrg|-310.75885|1019.5929|-7.84374|north|8016|
qeynos2|1530.7946|1009.1532|200|1500.7946|989.1532|-100|qeytoqrg|-310.75885|999.5929|-7.84374|north|8017|
qeynos2|1530.7946|989.1532|200|1500.7946|969.1532|-100|qeytoqrg|-310.75885|979.5929|-7.84374|north|8018|
qeynos2|1530.7946|969.1532|200|1500.7946|949.1532|-100|qeytoqrg|-310.75885|959.5929|-7.84374|north|8019|
qeynos2|1530.7946|949.1532|200|1500.7946|929.1532|-100|qeytoqrg|-310.75885|939.5929|-7.84374|north|8020|
qeynos2|1530.7946|929.1532|200|1500.7946|909.1532|-100|qeytoqrg|-310.75885|919.5929|-7.84374|north|8021|
qeynos2|1530.7946|909.1532|200|1500.7946|889.1532|-100|qeytoqrg|-310.75885|899.5929|-7.84374|north|8022|
qeynos2|1530.7946|889.1532|200|1500.7946|869.1532|-100|qeytoqrg|-310.75885|879.5929|-7.84374|north|8023|
qeynos2|1530.7946|869.1532|200|1500.7946|849.1532|-100|qeytoqrg|-310.75885|859.5929|-7.84374|north|8024|
qeynos2|1530.7946|849.1532|200|1500.7946|829.1532|-100|qeytoqrg|-310.75885|839.5929|-7.84374|north|8025|
qeynos2|1530.7946|829.1532|200|1500.7946|809.1532|-100|qeytoqrg|-310.75885|819.5929|-7.84374|north|8026|
qeynos2|1530.7946|809.1532|200|1500.7946|789.1532|-100|qeytoqrg|-310.75885|799.5929|-7.84374|north|8027|
qeynos2|1530.7946|789.1532|200|1500.7946|769.1532|-100|qeytoqrg|-310.75885|779.5929|-7.84374|north|8028|
qeynos2|1530.7946|769.1532|200|1500.7946|749.1532|-100|qeytoqrg|-310.75885|759.5929|-7.84374|north|8029|
qeynos2|1530.7946|749.1532|200|1500.7946|729.1532|-100|qeytoqrg|-310.75885|739.5929|-7.84374|north|8030|
qeynos2|1530.7946|729.1532|200|1500.7946|709.1532|-100|qeytoqrg|-310.75885|719.5929|-7.84374|north|8031|
qeynos2|1530.7946|709.1532|200|1500.7946|689.1532|-100|qeytoqrg|-310.75885|699.5929|-7.84374|north|8032|
qeynos2|1530.7946|689.1532|200|1500.7946|669.1532|-100|qeytoqrg|-310.75885|679.5929|-7.84374|north|8033|
qeynos2|1530.7946|669.1532|200|1500.7946|649.1532|-100|qeytoqrg|-310.75885|659.5929|-7.84374|north|8034|
qeynos2|1530.7946|649.1532|200|1500.7946|629.1532|-100|qeytoqrg|-310.75885|639.5929|-7.84374|north|8035|
qeynos2|1530.7946|629.1532|200|1500.7946|609.1532|-100|qeytoqrg|-310.75885|619.5929|-7.84374|north|8036|
qeynos2|1530.7946|609.1532|200|1500.7946|589.1532|-100|qeytoqrg|-310.75885|599.5929|-7.84374|north|8037|
qeynos2|1530.7946|589.1532|200|1500.7946|569.1532|-100|qeytoqrg|-310.75885|579.5929|-7.84374|north|8038|
qeynos2|1530.7946|569.1532|200|1500.7946|549.1532|-100|qeytoqrg|-310.75885|559.5929|-7.84374|north|8039|
qeynos2|1530.7946|549.1532|200|1500.7946|529.1532|-100|qeytoqrg|-310.75885|539.5929|-7.84374|north|8040|
qeynos2|1530.7946|529.1532|200|1500.7946|509.1532|-100|qeytoqrg|-310.75885|519.5929|-7.84374|north|8041|
qeynos2|1530.7946|509.1532|200|1500.7946|489.1532|-100|qeytoqrg|-310.75885|499.59286|-7.84374|north|8042|
qeynos2|1530.7946|489.1532|200|1500.7946|469.1532|-100|qeytoqrg|-310.75885|479.59286|-7.84374|north|8043|
qeynos2|1530.7946|469.1532|200|1500.7946|449.1532|-100|qeytoqrg|-310.75885|459.59286|-7.84374|north|8044|
qeynos2|1530.7946|449.1532|200|1500.7946|429.1532|-100|qeytoqrg|-310.75885|439.59286|-7.84374|north|8045|
qeynos2|1530.7946|429.1532|200|1500.7946|409.1532|-100|qeytoqrg|-310.75885|419.59286|-7.84374|north|8046|
qeynos2|1530.7946|409.1532|200|1500.7946|389.1532|-100|qeytoqrg|-310.75885|399.59286|-7.84374|north|8047|
qeynos2|1530.7946|389.1532|200|1500.7946|369.1532|-100|qeytoqrg|-310.75885|379.59286|-7.84374|north|8048|
qeynos2|1530.7946|369.1532|200|1500.7946|349.1532|-100|qeytoqrg|-310.75885|359.59286|-7.84374|north|8049|
qeynos2|1530.7946|349.1532|200|1500.7946|329.1532|-100|qeytoqrg|-310.75885|339.59286|-7.84374|north|8050|
qeynos2|1530.7946|329.1532|200|1500.7946|309.1532|-100|qeytoqrg|-310.75885|319.5929|-7.84374|north|8051|
qeynos2|1530.7946|309.1532|200|1500.7946|289.1532|-100|qeytoqrg|-310.75885|299.5929|-7.84374|north|8052|
qeynos2|1530.7946|289.1532|200|1500.7946|269.1532|-100|qeytoqrg|-310.75885|279.5929|-7.84374|north|8053|
qeynos2|1530.7946|269.1532|200|1500.7946|249.1532|-100|qeytoqrg|-310.75885|259.5929|-7.84374|north|8054|
qeynos2|1530.7946|249.1532|200|1500.7946|229.1532|-100|qeytoqrg|-310.75885|239.5929|-7.84374|north|8055|
qeynos2|1530.7946|229.1532|200|1500.7946|209.1532|-100|qeytoqrg|-310.75885|219.5929|-7.84374|north|8056|
qeynos2|1530.7946|209.1532|200|1500.7946|189.1532|-100|qeytoqrg|-310.75885|199.5929|-7.84374|north|8057|
qeynos2|1530.7946|189.1532|200|1500.7946|169.1532|-100|qeytoqrg|-310.75885|179.5929|-7.84374|north|8058|
qeynos2|1530.7946|169.1532|200|1500.7946|149.1532|-100|qeytoqrg|-310.75885|159.5929|-7.84374|north|8059|
qeynos2|1530.7946|149.1532|200|1500.7946|129.1532|-100|qeytoqrg|-310.75885|139.5929|-7.84374|north|8060|
qeynos2|1530.7946|129.1532|200|1500.7946|109.1532|-100|qeytoqrg|-310.75885|119.5929|-7.84374|north|8061|
qeynos2|1530.7946|109.1532|200|1500.7946|89.1532|-100|qeytoqrg|-310.75885|99.5929|-7.84374|north|8062|
qeynos2|1530.7946|89.1532|200|1500.7946|69.1532|-100|qeytoqrg|-310.75885|79.5929|-7.84374|north|8063|
qeynos2|1530.7946|69.1532|200|1500.7946|49.1532|-100|qeytoqrg|-310.75885|59.5929|-7.84374|north|8064|
qeynos2|1530.7946|49.1532|200|1500.7946|29.1532|-100|qeytoqrg|-310.75885|39.5929|-7.84374|north|8065|
qeynos2|1530.7946|29.1532|200|1500.7946|9.1532|-100|qeytoqrg|-310.75885|19.5929|-7.84374|north|8066|
qeynos2|1530.7946|9.1532|200|1500.7946|-10.8468|-100|qeytoqrg|-310.75885|-0.4071|-7.84374|north|8067|
qeynos2|1530.7946|-10.8468|200|1500.7946|-30.8468|-100|qeytoqrg|-310.75885|-20.40711|-7.84374|north|8068|
qeynos2|1530.7946|-30.8468|200|1500.7946|-50.8468|-100|qeytoqrg|-310.75885|-40.40711|-7.84374|north|8069|
qeynos2|1530.7946|-50.8468|200|1500.7946|-70.8468|-100|qeytoqrg|-310.75885|-60.40711|-7.84374|north|8070|
qeynos2|1530.7946|-70.8468|200|1500.7946|-90.8468|-100|qeytoqrg|-310.75885|-80.40711|-7.84374|north|8071|
qeynos2|1530.7946|-90.8468|200|1500.7946|-110.8468|-100|qeytoqrg|-310.75885|-100.4071|-7.84374|north|8072|
qeynos2|1530.7946|-110.8468|200|1500.7946|-130.8468|-100|qeytoqrg|-310.75885|-120.4071|-7.84374|north|8073|
qeynos2|1530.7946|-130.8468|200|1500.7946|-150.8468|-100|qeytoqrg|-310.75885|-140.4071|-7.84374|north|8074|
qeynos2|1530.7946|-150.8468|200|1500.7946|-170.8468|-100|qeytoqrg|-310.75885|-160.4071|-7.84374|north|8075|
qeynos2|1530.7946|-170.8468|200|1500.7946|-190.8468|-100|qeytoqrg|-310.75885|-180.4071|-7.84374|north|8076|
qeynos2|1530.7946|-190.8468|200|1500.7946|-210.8468|-100|qeytoqrg|-310.75885|-200.4071|-7.84374|north|8077|
qeynos2|1530.7946|-210.8468|200|1500.7946|-230.8468|-100|qeytoqrg|-310.75885|-220.4071|-7.84374|north|8078|
qeynos2|1530.7946|-230.8468|200|1500.7946|-250.8468|-100|qeytoqrg|-310.75885|-240.4071|-7.84374|north|8079|
qeynos2|1530.7946|-250.8468|200|1500.7946|-270.8468|-100|qeytoqrg|-310.75885|-260.4071|-7.84374|north|8080|
qeynos2|1530.7946|-270.8468|200|1500.7946|-290.8468|-100|qeytoqrg|-310.75885|-280.4071|-7.84374|north|8081|
qeynos2|1530.7946|-290.8468|200|1500.7946|-310.8468|-100|qeytoqrg|-310.75885|-300.4071|-7.84374|north|8082|
qeynos2|1530.7946|-310.8468|200|1500.7946|-330.8468|-100|qeytoqrg|-310.75885|-320.4071|-7.84374|north|8083|
qeynos2|1530.7946|-330.8468|200|1500.7946|-350.8468|-100|qeytoqrg|-310.75885|-340.40714|-7.84374|north|8084|
qeynos2|1530.7946|-350.8468|200|1500.7946|-370.8468|-100|qeytoqrg|-310.75885|-360.40714|-7.84374|north|8085|
qeynos2|1530.7946|-370.8468|200|1500.7946|-390.8468|-100|qeytoqrg|-310.75885|-380.40714|-7.84374|north|8086|
qeynos2|1530.7946|-390.8468|200|1500.7946|-410.8468|-100|qeytoqrg|-310.75885|-400.40714|-7.84374|north|8087|
qeynos2|1530.7946|-410.8468|200|1500.7946|-430.8468|-100|qeytoqrg|-310.75885|-420.40714|-7.84374|north|8088|
qeynos2|1530.7946|-430.8468|200|1500.7946|-450.8468|-100|qeytoqrg|-310.75885|-440.40714|-7.84374|north|8089|
qeynos2|1530.7946|-450.8468|200|1500.7946|-470.8468|-100|qeytoqrg|-310.75885|-460.40714|-7.84374|north|8090|
qeynos2|1530.7946|-470.8468|200|1500.7946|-490.8468|-100|qeytoqrg|-310.75885|-480.40714|-7.84374|north|8091|
qeynos2|1530.7946|-490.8468|200|1500.7946|-510.8468|-100|qeytoqrg|-310.75885|-500.40714|-7.84374|north|8092|
qeynos2|1530.7946|-510.8468|200|1500.7946|-530.8468|-100|qeytoqrg|-310.75885|-520.4071|-7.84374|north|8093|
qeynos2|1530.7946|-530.8468|200|1500.7946|-550.8468|-100|qeytoqrg|-310.75885|-540.4071|-7.84374|north|8094|
qeynos2|1530.7946|-550.8468|200|1500.7946|-570.8468|-100|qeytoqrg|-310.75885|-560.4071|-7.84374|north|8095|
qeynos2|1530.7946|-570.8468|200|1500.7946|-590.8468|-100|qeytoqrg|-310.75885|-580.4071|-7.84374|north|8096|
qeynos2|1530.7946|-590.8468|200|1500.7946|-610.8468|-100|qeytoqrg|-310.75885|-600.4071|-7.84374|north|8097|
qeynos2|1530.7946|-610.8468|200|1500.7946|-630.8468|-100|qeytoqrg|-310.75885|-620.4071|-7.84374|north|8098|
qeynos2|1530.7946|-630.8468|200|1500.7946|-650.8468|-100|qeytoqrg|-310.75885|-640.4071|-7.84374|north|8099|
qeynos2|1530.7946|-650.8468|200|1500.7946|-670.8468|-100|qeytoqrg|-310.75885|-660.4071|-7.84374|north|8100|
qeynos2|1530.7946|-670.8468|200|1500.7946|-690.8468|-100|qeytoqrg|-310.75885|-680.4071|-7.84374|north|8101|
qeynos2|1530.7946|-690.8468|200|1500.7946|-710.8468|-100|qeytoqrg|-310.75885|-700.4071|-7.84374|north|8102|
qeynos2|1530.7946|-710.8468|200|1500.7946|-730.8468|-100|qeytoqrg|-310.75885|-720.4071|-7.84374|north|8103|
qeynos2|1530.7946|-730.8468|200|1500.7946|-750.8468|-100|qeytoqrg|-310.75885|-740.4071|-7.84374|north|8104|
qeynos2|1530.7946|-750.8468|200|1500.7946|-770.8468|-100|qeytoqrg|-310.75885|-760.4071|-7.84374|north|8105|
qeynos2|1530.7946|-770.8468|200|1500.7946|-790.8468|-100|qeytoqrg|-310.75885|-780.4071|-7.84374|north|8106|
qeynos2|1530.7946|-790.8468|200|1500.7946|-810.8468|-100|qeytoqrg|-310.75885|-800.4071|-7.84374|north|8107|
qeynos2|1530.7946|-810.8468|200|1500.7946|-830.8468|-100|qeytoqrg|-310.75885|-820.4071|-7.84374|north|8108|
qeynos2|1530.7946|-830.8468|200|1500.7946|-850.8468|-100|qeytoqrg|-310.75885|-840.4071|-7.84374|north|8109|
qeynos2|1530.7946|-850.8468|200|1500.7946|-870.8468|-100|qeytoqrg|-310.75885|-860.4071|-7.84374|north|8110|
qeynos2|1530.7946|-870.8468|200|1500.7946|-890.8468|-100|qeytoqrg|-310.75885|-880.4071|-7.84374|north|8111|
qeynos2|1530.7946|-890.8468|200|1500.7946|-910.8468|-100|qeytoqrg|-310.75885|-900.4071|-7.84374|north|8112|
qeynos2|1530.7946|-910.8468|200|1500.7946|-930.8468|-100|qeytoqrg|-310.75885|-920.4071|-7.84374|north|8113|
qeynos2|1530.7946|-930.8468|200|1500.7946|-950.8468|-100|qeytoqrg|-310.75885|-940.4071|-7.84374|north|8114|
qeynos2|1530.7946|-950.8468|200|1500.7946|-970.8468|-100|qeytoqrg|-310.75885|-960.4071|-7.84374|north|8115|
qeynos2|1530.7946|-970.8468|200|1500.7946|-990.8468|-100|qeytoqrg|-310.75885|-980.4071|-7.84374|north|8116|
qeynos2|1530.7946|-990.8468|200|1500.7946|-1010.8468|-100|qeytoqrg|-310.75885|-1000.4071|-7.84374|north|8117|
