id|emoteid|event|type|text
3535|1790|1|0|So you've come to challenge the might of Marr? Your death will be with honor!
3536|1790|3|1|slumps down to the ground in defeat.
3537|1790|9|1|rises his sword in honor as another falls before the might of Marr.
3538|894|9|0|The honors of victory are mine. Perhaps your death will be a message to all who wish to challenge Mithaniel Marr.
3539|1791|3|3|The storms surrounding Agnarr grow silent for a moment before erupting into a violent fury. They then calm as suddenly as they erupted.  Small swirls of wind and power dance over Agnarr's body as his last breath escapes his lips.
3540|1791|9|1|chuckles, 'Chaos rain is supreme.'
3541|1792|1|0|There has been enough violence! Don't make me add you to the corpses at my feet.
3542|1792|3|0|Rainkeeper, I have failed you again.
3543|1792|9|1|weeps as another body falls to the ground.
3544|1793|1|0|Tiny creature, you shouldn't meddle in the affairs of The Kuraaln.
3545|1793|3|1|'s eyes glow brightly, then fade as it falls to the ground.
3546|1793|9|1|consumes a corpse with pure energy.
3547|1794|1|1|focuses his attention to you, causing all the hairs on your body to stand on end.
3548|1794|3|0|You fought well, I hope you burn.
3549|1794|9|0|That was invigorating, I hope there is more fighting to do!
3550|1795|1|0|Now you will die by the mightiest of the Volaas.
3551|1795|3|3|The winds in the room calm as $mname hits the ground.
3552|1795|9|0|Now it is too late, it is a shame you could not have learned sooner.
3553|958|9|0|You lived a heretic, and you have died a heretic. How ironic.
3554|960|9|1|consumes a corpse with pure energy.
3555|952|9|0|Your death will wash away like all the others.
3556|959|9|0|Fool! Now you are dead!
3557|950|9|0|I hope in death you find more worth than you had in life.
3558|949|9|0|What was that? No matter it is a corpse now.
3559|948|9|0|You will find no peace in death.
3560|961|9|0|You dead now! ehehehehe!
3561|962|9|1|flips the corpse aside with its tail.
3562|954|9|1|chuckles and smiles.
3563|963|9|0|The Satuur! victorious again!
3564|956|9|1|throws aside the new corpse with a gust of wind.
3565|953|9|0|That was almost too easy, I thought you'd be a challenge.
3566|955|9|0|You are dead now, it was a breeze.
3567|957|9|0|You were destined to fail, it would have been better if you never tried at all.
3568|1796|1|0|Ain Vninj Piant!
3569|1796|3|0|Kja? Flinshi Pav!
3570|1796|9|0|Pjanti! hahahaha!
3571|1797|1|0|All will fall before the Lord of Lightning.
3572|1797|3|3|The lightning bolt $mname is holding betrays him as it sends a current of electricity through his body.
3573|1797|9|0|I hope that corpse isn't too badly burned, it would make an excellent trophy.
3574|1798|1|1|Ice begins to form around your body.
3575|1798|3|1|falls to the ground, causing frozen pieces of his body and clothing to shatter.
3576|1798|9|0|This is my domain! What made you think I could be defeated here?
3577|1799|1|0|You will die here, I have foreseen it.
3578|1799|3|0|What? This is not how this should have transpired!
3579|1799|9|0|Another! there are more that wish to die?
3580|1800|3|0|Well fought, may Agnarr give you a painful demise.
3581|1800|9|1|calls a meteor down to strike a fatal blow.
3582|969|9|1|grabs $name and tosses it carelessly aside.
3583|1801|1|0|I will see that my flames consume you.
3584|1801|3|3|As Evynd dies there is a moment when the fires around him flare, then they fall calm.
3585|1801|9|0|I'll have to remember to char that corpse to ashes, they are much easier to clean.
3586|1802|9|0|I think I'll leave this one on ice to chill my ale.
3587|1803|1|0|I will freeze you where you stand!
3588|1803|3|0|Well fought, but you are a long way from reclaiming the Bastion!
3589|1803|9|1|takes a moment to freeze water around the newest corpse.
3590|965|9|3|As Gaukr glares in your direction stones and rocks begin to swirl around you violently.
3591|1804|1|1|pecks at your eyes.
3592|1804|3|1|pecks at your eyes.
3593|1804|9|1|squaks, 'Nevermore!'
3594|1805|1|0|You will be consumed by the power of lightning!
3595|1805|3|1|loses the static field surrounding him and falls over lifelessly.
3596|1805|9|1|chuckles as he uses electricity to animate the corpse a few steps before letting it fall.
3597|1806|1|0|Hrani, Iri, Leistr, lets teach these intruders a lesson.
3598|1806|3|0|Hrani? Iri? Leistr?
3599|1806|9|0|You were foolish, and now you are dead.  Did you expect less?
3600|966|9|1|casts aside the corpse with a small funnel storm.
3601|967|9|1|encases the corpse in a tomb of ice.
3602|1807|1|0|To battle! I will show you the poetry in war.
3603|1807|3|0|You have given me a warrior's death, for that I thank you.
3604|1807|9|0|You fought well, I will mention you in my memoirs.
3605|951|9|0|Hmm, that body will make excellent fuel for my forge.
3606|964|9|1|kicks dirt back onto the corpse.
3607|1808|1|1|takes the stance of an experienced bar fighter as he prepares his attack.
3608|1808|9|0|Valbrand, you can eat that one when we are done here.
3609|1808|3|0|Well I was bound to lose eventually, I just can't believe it was to someone so small.
3610|1809|1|0|You have come during the beginning of our reign! You fight a battle you cannot win.
3611|1809|3|0|I should have better read the warnings, I did not understand the signs.
3612|1809|9|0|Hmm, your bones will work well for my potions.
3613|1810|1|1|hesitates a moment, looking around for Hreidar before attacking.
3614|1810|3|1|appears thankful to be freed from its prison.
3615|1810|9|1|looks at the corpse indifferently.
3616|1811|1|0|Not only did I forsee your coming, I saw my victory as well.
3617|1811|3|0|How is this possible? My visions have never failed me!
3618|1811|9|0|You died, but what choice did you have against your destiny?
3619|1812|1|0|This vile act will mark you for life. Prepare to die!
3620|1269|1|0|Guards!! Guards!!
3621|1813|1|1|emits a chattering sound and moves towards you!
3622|1813|3|1|squeals as its skin crumbles and flakes apart!
3623|1813|9|1|scuttles over its victim's corpse as it prepare for another!
3624|1814|1|1|seems to twist and blur before you.
3625|1814|3|1|bursts from its injured areas and begins to dissolve.
3626|1814|9|1|watches as its screaming victim falls to the ground.
3627|861|9|1|kills its attacker in a flurry of attacks!
3628|1815|1|1|snaps at you with its many mouths!
3629|1815|3|1|begins to melt before it can hit the ground!
3630|1815|9|1|kills its attacker in a flurry of attacks!
3631|871|9|1|scuttles over its victim's corpse as it prepare for another!
3632|869|9|1|watches as its screaming victim falls to the ground.
3633|859|9|1|tosses its lifeless opponent to the side and looks for another!
3634|857|9|1|stops for a moment to examine its latest kill.
3635|865|9|1|pecks at its next meal.
3636|856|9|1|glistens in its victim's gore.
3637|860|9|1|rips through its injured victim!
3638|858|9|1|crushes its victim with a vicious finishing blow!
3639|862|9|1|roars as its victim collapses!
3640|870|9|1|squeals with delight as its victim collapses!
3641|867|9|1|begins to chants as its opponent falls to the ground!
3642|863|9|1|turns its gaze on you... its fur matted with gore.
3643|864|9|1|mocks its fallen opponent's final scream.
3644|866|9|1|howls as its opponents body crunches below its feet!
3645|1816|1|1|rushes towards you with a disturbing howl!
3646|1816|3|1|stumbles forward, unable to support itself under your assault!
3647|1816|9|1|tosses its lifeless opponent to the side and looks for another!
3648|868|9|1|drops its victim and turns to find another.
3649|1817|1|1|moves at you with eerie quickness!
3650|1817|3|1|curls into a ball when it hits the ground.
3651|1817|9|1|quickly binds its victim's limbs and face!
3652|872|9|1|scuttles towards its next meal!
3653|1818|1|1|scuttles towards you, ready to pounce!
3654|1818|3|1|cracks under the weight of your attack!
3655|1818|9|1|turns to face its next victim!
3656|1819|1|1|drips poison as it moves in to strike!
3657|1819|3|1|sprays poison and ichor as its limbs shatter!
3658|1819|9|1|pins its victim and injects another dose of venom!
3659|1820|1|1|chirps and swoops in to attack!
3660|1820|3|1|falls to the ground in a bloody heap of feathers.
3661|1821|1|0|Release me! Release my spirit from this place!
3662|1821|3|1|extends its hand towards you as it crumbles to the floor!
3663|1821|9|0|Now, spend an eternity with me!
3664|1822|1|0|Well well, this should be only take me a moment. Just stand still!
3665|1822|9|0|I'll have the flesh stripped from that corpse in no time!
3666|1823|1|1|attacks with pure angry grace!
3667|1823|3|0|I do not understand. This cannot be happening! I have created this reality... who are you to...
3668|1823|9|0|Oh look, you didn't last long.
3669|1824|3|1|chokes on its final roar.
3670|1824|9|1|tosses its lifeless opponent to the side and looks for another!
3671|1825|3|0|You have no idea what a big mistake you made. Either my fellow rogues shall find you or the Freeport Mi..  Unnnghh.
3672|1825|1|0|Militia!! Someone call the militia!
3673|1826|1|0|Eeek!
3674|1826|3|1|slumps to the ground, dead.
3675|1827|3|1|falls to the floor into a mess of cracked gem and rock.
3676|1827|9|1|drives a jagged gem through the heart of its victim.
3677|1007|9|1|smashes its opponent into the ground.
3678|1001|9|1|impales its adversary upon one if its numerous branches.
3679|1009|9|1|violently dismembers its adversary.
3680|1004|9|1|pummels its attacker into the rocky ground below.
3681|1008|9|1|disposes of its attacker with primitive savagery.
3682|1010|9|1|towers over its fallen victim and begins to wipe the blood from its weapons.
3683|1002|9|1|begins to emit odd noises, obviously pleased by its victory.
3684|1828|1|1|is determined to protect its home and begins to attack you.
3685|1828|3|1|falls to the floor into a mess of cracked gem and rock.
3686|1828|9|1|drives a jagged gem through the heart of its victim.
3687|1003|9|1|swiftly disposes of its adversary.
3688|1829|1|3|You hear the sound of bones crackling beneath your feet as you are ambushed by the walking dead.
3689|1830|1|3|The earth begins to rumble and shake beneath you as an unseen monster rises from the rubble.
3690|1831|1|1|follows you mindlessly after being disturbed from its watchpost.
3691|1831|3|1|falls to the ground chipped and badly broken.
3692|1831|9|1|begins to return to its work after disposing of its aggressor with great ease.
3695|1006|9|1|raises its fists high in the air and begins to stomp on its fallen opponent.
3696|1832|3|1|falls to the ground dead.
3697|1011|9|0|Do not attempt to pass, mortal, for every step you take you bring yourself closer to death.
3698|979|9|1|points its weapon to the sky as a symbolization of its recent victory.
3699|1833|3|0|I represent the last warning before your inevitable death, child.  `Tis a shame you failed to listen.
3700|1834|3|0|Your judgment will come soon, foolish mortal, although not by my hand.
3701|988|9|1|rips its foe apart with primal savagery.
3702|987|9|1|disposes of its aggressor with great ease.
3703|984|9|1|rips apart its adversary limb from limb.
3704|985|9|0|Another fool falls to my blade as expected.
3705|986|9|1|begins to move rapidly in an odd manner obviously pleased by its recent victory.
3706|983|9|0|Surely you are mistaken to think that you could beat me.
3707|980|9|1|happily flaps its wings as a result of its recent victory.
3708|1835|1|1|of tiny creatures erupts around you in a feeding frenzy.
3709|999|9|0|Another has fallen to the Regrua!
3710|998|9|1|devours the remains of yet another lifeless corpse.
3711|997|9|1|begins to slowly ingest the newly created corpse.
3712|1836|3|1|has its last vestiges of life escape as it falls dead.
3713|1836|9|1|devours the remains of yet another lifeless corpse.
3714|1837|1|1|moves to attack you with its wicked tentacles.
3715|1837|3|1|tentacles thrash wildly about as it dies.
3716|1837|9|1|pummels its victim one last time before looking for another.
3717|995|9|1|goes into a frenzy tearing the newly dead corpse apart.
3718|991|9|1|shreds the flesh down to the bone off its victim as they lie there lifeless.
3719|993|9|1|nibbles away on the corpse it just created.
3720|992|9|1|leaves yet another dead corpse in its wake.
3721|996|9|1|speeds towards its new victim.
3722|1000|9|0|The might of water is unmatched!
3723|994|9|1|neatly decapitates another victim in a mighty bite.
3724|990|9|0|The master down deep drives me to victory every time.
3725|1838|3|0|It is over. Failure is all that we have gained here.
3726|978|9|0|I have proven my unmatched prowess.
3727|974|9|0|There is no match for the eternal flame.
3728|975|9|0|You cannot deny the power of fire.
3729|1839|1|0|Fool! Defiler! I will roast your bones over the everburning flames of Ro. Prepare to meet your doom.
3730|1839|3|1|collapses to the ground dead.
3731|1839|9|0|Hahahaha! Another foolish one has fallen to my might.
3732|973|9|1|completely destroys its victim stampeding the newly created corpse to a bloody pulp.
3733|972|9|1|smites another victim in the name of Fennin Ro.
3734|970|9|1|sinks its fangs deep into another victim giving it the gift of death.
3735|976|9|1|sends one mighty smash down upon the head of its victim.
3736|971|9|0|Another head to mount in my hut.  Who is next?
3737|977|9|0|Another victim for the army of Ro.
3739|1840|9|0|Hahahaha! Another foolish one has fallen to my might.
3740|1840|3|1|collapses to the ground dead.
3741|1245|9|1|scowls, 'My loathing for the living knows no bounds. Welcome to sweet death!'
3742|1241|9|1|cackles with glee at the bloodshed.
3743|1227|9|1|cackles with glee at the bloodshed.
3744|1242|9|1|stomps at the ground triumphantly.
3745|1231|9|1|stomps at the ground triumphantly.
3746|1229|9|0|You will trouble me no more.
3747|1246|3|3|The triloun gatherer's jaws go slack as it topples forward and collapses.
3748|1246|9|1|clicks its claws several times, reveling at having eliminated a threat.
3749|1244|9|1|withdraws its blood-drenched talons from a lifeless victim as they collapse.
3750|1197|1|0|Are you so mad for power that you would dare trespass here? Your meddling is inexcusable!
3751|1197|9|1|smashes the life from their victim, 'Do not appear so surprised at this massacre, mortals. You do not belong here and your stay will be infinitely brief.'
3752|1198|9|0|Your actions demanded pain. Your actions demanded suffering. I have delivered both!
3753|1196|1|0|If there is anything I find detestable, it is the daring of imprudent mortals. Come to your doom, arrogant fools!
3754|1222|1|1|gnashes his teeth, his cadaverous visage aglow with hatred. 'I'll rend the putrid flesh from your bones, mortals!'
3755|1222|9|3|A devastating blow from Rythor's gauntlet-clad fist sends a casualty sprawling to the ground.
3756|1243|9|1|demolishes a victim, relentlessly pounding their lifeless body into the terrain. A shattered crater becomes visible beneath the corpse as the dust settles.
3757|1250|9|1|stomps at the ground triumphantly.
3758|1249|3|3|Unable to support its own weight, the elemental topples over.
3759|1249|9|1|stomps at the ground triumphantly.
3760|1841|1|1|leaps forward with blinding speed.
3761|1841|9|1|lashes out again, to be certain its victim is truly dead.
3762|1841|2|3|In a raspy sigh, the frog gasps for air one last time.
3763|1223|9|1|cackles maniacally, 'Bertoxxulous will be pleased by your unwilling sacrifice.'
3764|1842|1|1|gurgles an incomprehensible warcry as it sets upon you.
3765|1842|3|3|The crustacean's jaws go slack as it topples forward and collapses.
3766|1842|9|1|clicks its claws several times, reveling at having eliminated a threat.
3767|1211|9|1|arches its back and snorts, spraying a prey's blood in a fine red mist.
3768|1226|9|0|Face the consequences of your actions!
3769|1248|9|3|The monolithic elemental form connects with a solid crushing blow, causing its opponent to crumple into a heap.
3770|1225|1|1|howls in frustration at being troubled by mortals.
3771|1225|9|3|You hear the umistakable crunch of shattering bone as the beast's cloved hoof connects with a now deceased opponent.
3772|1224|1|0|Fools. You'll soon come to the painful discovery that I am even more powerful than Rythor.
3773|1224|9|1|rears up on his mount's hind legs and raises one triumphant fist. 'Hah! You give new meaning to pathetic.'
3774|1232|9|1|bellows with laughter, 'How quickly the mighty are humbled!'
3775|1843|1|1|hoists the scythe above his head, assuming a menacing pose as he advances.
3776|1843|3|3|The emaciated form of the footman buckles and he crumples.
3777|1843|9|3|A twisted smile creeps across the fetid footman's countenance as he cuts down an opponent.
3778|1234|1|3|The hint of a pained moan escapes the Knight's lips as he advances.
3779|1234|9|1|chuckles as a victim succumbs to his assault.
3780|1235|1|1|smells fresh meat and advances.
3781|1235|9|1|leaves a film of thick ichor over its latest victim.
3782|1236|1|1|fearlessly rushes towards you to do battle.
3783|1236|9|3|The beast's tentacled mouth writhes wildly as he slays an opponent.
3784|1238|1|0|You will not live to regret your transgressions here, fool.
3785|1238|9|0|Innoruuk's chosen are no strangers to deadly combat. You would do well to learn this.
3786|1237|1|0|There is nothing quite like the scent of fresh blood. Come to me, mortals!
3787|1237|9|1|sinks her pointed fangs into a victim and tastes their blood. 'Deliciously warm. Pity there is not time to enjoy it.'
3788|1844|1|0|I will visit your nightmares and haunt your waking hours!
3789|1844|3|1|is aghast with horror, 'No! I cannot be defeated!'
3790|1844|9|1|scoffs, 'I truly expected more from defiant beings such as yourself. I am offended to find you are so easily bested.'
3791|1845|1|0|As Terris-Thule commands, you will be cut down where you stand!
3792|1845|3|1|is aghast with horror, 'No! I cannot be defeated!'
3793|1845|9|1|rears up on his mount's hind legs. 'This is where your little venture ends, infidel.'
3794|1239|1|1|leaps forward to attack, dim light reflecting upon his razor claws.
3795|1239|9|3|Without so much as a pause, the hobgoblin wipes off his claws and searches for another victim.
3797|1209|1|1|senses your presence and ventures closer, the many mouths nipping at the air.
3798|1209|9|1|leaves the body in search of more prey.
3799|1846|1|1|raises its snout to howl as it approaches.
3800|1846|3|1|collapses, foamy drool dribbling from the beast's quivering maw.
3801|1846|9|1|clamps down on the dead body with its sizeable jaw and shakes violently, rending flesh and snapping bone.
3802|1203|9|0|No, you'll have to do better than that. You cannot afford careless casualties.
3803|1251|1|1|snarls with determined fury, then rushes directly at you!
3804|1251|9|1|ruthlessly gores a hapless victim, lifts them into the air, and then flings the dead carcass several feet away.
3805|1212|1|3|The hint of a pained moan escapes the Knight's lips as he advances.
3806|1212|9|1|chuckles as a victim succumbs to his assault.
3807|1201|1|1|quivers in anticipation of trespassers to feed on.
3808|1201|9|1|melts flesh from the skeleton of a hapless victim.
3809|1200|1|1|pivots a single squirming eye and locks gazes with you.  The sensation of dread is more than a little unnerving.
3810|1200|9|3|The beast's tentacled mouth writhes wildly as he slays an opponent.
3811|1205|1|1|sneers at you with absolute contempt. 'None shall defile this sacred realm!  None!'
3812|1205|9|0|I recommend you submit to the will of the Prince of Hate before your soul departs.  Perhaps such a gesture will garner you the boon of eternal life in his service!
3813|1204|1|1|grins widely, her elongated canines glinting in the dim light. 'Your presence is a pleasant surprise, mortals.  Pity you won't be staying much longer.'
3814|1204|9|1|sinks her pointed fangs into a victim and tastes their blood. 'Your strength and vitality now belong to me.'
3815|1206|9|1|kicks a victim's body aside. 'Rubbish.  Get out of my way.  I am here to do battle, not traipse about through your broken corpses.'
3816|1207|9|1|tramples a body to be certain they are completely deceased. 'Naught but another flagstone under my mount.'
3817|1208|9|1|pauses to roar in victory, bits of bloody gore visibly lodged between its fangs.
3818|1210|1|1|lumbers toward you with a singular purpose.
3819|1210|9|3|A lifeless body is flung backwards by the elemental's devastating onslaught.
3820|1240|1|1|turns his wild eyes to you and a look of hunger crosses his bloated face.
3821|1240|9|1|tears a chunk of flesh from a fallen victim and packs it into his mouth.
3822|1847|1|0|You cannot escape the claws of Splitpaw!<BARK!>
3823|1848|3|0|My brothers in the Steel Warriors will not let my death go unpunished.
3824|1263|7|0|Was oonncee... aliiive...
3825|1849|1|0|Caught me you did! But what will you do when I crush you and eat you in my jumjum stalk stew?
3826|1850|1|0|I am no warrior but you will pay!
3827|1|3|0|My comrades will avenge my death.
3828|1539|9|0|You should have considered who you were dealing with before making such a mistake.
3829|92|9|0|In your next life, do not challenge a member of the Dead. We have no time for childish games.
3830|1851|1|0|Say yer prayers!
3831|1851|9|0|Another unworthy opponent.  Never cross Mining Guild 628!
3832|1851|3|0|Aaargh!   The picks of Mining Guild 628 shall avenge my death.
3833|1852|9|2|Begone insect, I have much slaying yet to do!
3834|1853|7|0|I am Falorn. Good day to thee.
3835|1854|7|0|I Ogog, har har.
3836|1855|7|0|Rayne has come.
3837|1856|7|0|I am Kendrick the great.
3838|1857|7|0|I am here to do your bidding, Shadowknight Spirit!
3839|1858|7|0|I am here to do your bidding, Shadowknight Spirit!
3840|1859|7|0|May faith guide you always.
3841|1860|7|0|I am Will and I am here to serve.
3842|1861|7|0|I am Fenalla. How may I serve?
3843|1862|7|0|I am here to do your bidding, Wizard Spirit!
3844|1863|7|0|I am here to do your bidding, Magician Spirit!
3845|1864|7|0|I am here to do your bidding, Enchanter Spirit!
3846|1865|7|0|Walk the path of blood and feel thy power.
3847|1866|7|0|Peace to you, my child.
3848|1867|7|0|Faith is the key.
3849|1868|7|0|Rejoice and sing my friend.
3850|1869|7|0|Hail. I have come to assist.
3851|1870|7|0|I, Relinin Skyrunner, bid you good day.
3852|1871|7|0|I, Gordon Treecaller, bid you good day.
3853|1872|1|1|casts an enchantment on the door and says, 'Looks like I cought someone snooping.'
3854|1872|3|1|collapses to the ground and begins to decompose at an alarming rate.
3855|1873|7|2|RRRAAAGGGGH! You ignorant fools have no idea what power you have unleashed! HA HA HA HA HA!
3856|1874|1|0|Guards! Guards!
3857|1874|3|0|You'll pay dearly for this...  once the merchant guild gets wind of this, you'll be run out of town like a mangy rat!
3858|447|1|0|Fishbait is about all you'll be good for, after I'm finished with you!
3859|1875|1|0|Your head shall make a fine trophy upon my mantle!
3860|1875|3|0|My comrades will avenge my death.
3861|1876|1|0|Foolish being! You dare attack a Deepwater knight! You shall perish for such audacity.
3862|1876|3|0|My comrades will avenge my death.
3863|1877|1|0|With my last bit of strength, I will slay thee.
3864|1877|3|0|Aaarrrgggg...  I have failed... the Silent Fists...  forgive...  me...  Lu'Sun...
3865|1878|1|0|Guards!  Help me!
3867|1880|1|0|Die, like a motherless gnoll!
3868|1880|9|0|A valiant effort! Unfortunately, no match for the mettle of a Steel Warrior!
3869|1881|1|0|For Bertoxxulous, I shall spill your guts upon the floor!
3870|1881|9|0|Your rotting corpse will warn others to fear the disease of the Bloodsabers.
3871|1882|1|0|Halt in the name of Antonius Bayle!  Fleeing will only make me angry and your beating more severe!
3872|1882|9|0|How I loathe to soil my blade with such filth.
3873|1883|1|0|Halt!  In the... *burp*... name of... *hic!*...  oh my tummy...  Antonius Bayle!
3874|1884|1|0|I put a curse upon thee! Thou shalt never sire children!
3876|1885|1|0|Aaaaaa!  Help!  Guards!  Psycho on the dock!
3877|1886|1|0|Death will be yours, pal.
3878|1887|1|0|<cough>  I might be sick but... <cough> <cough>  Oh...  Help!  Guards!
3879|1888|1|0|Come and feel the blade of the Dark Bargainers.
3880|1888|9|0|Let that be a lesson to all!  Never cross a Dark Bargainer!
3881|1889|1|0|Prepare to die!
3882|1889|9|0|Hardly a worthy adversary. A member of the Indigo Brotherhood deserves a much better opponent.
3883|1890|1|0|That was not a very intelligent thing to do.
3884|1891|1|0|Guards! Guards!
3885|1891|9|0|Heh!  You got what you deserved, scum!
3886|1892|1|0|Prime Healer!  Guide me to victory!
3887|1892|9|0|A pity...  Such a waste of a life.
3888|1893|1|0|Guards!  Come quickly!
3889|1893|9|0|Ah HA!  Guess this old dog can still kick some tail, huh?  Although, you were hardly any real threat...  Bahaha!
3890|1893|3|0|My fellow merchants will not let your murderous acts go unnoticed!
3891|312|9|0|I'm sure that what's left of you will make decent fish bait.  At least you died knowing that you'll have served some useful purpose after all.
3892|1894|1|0|Defend yourself!
3893|1895|1|0|This is what happens when ya cross the Circle.
3894|1895|9|0|This is what happens when ya cross the Circle.
3895|1896|1|0|How dare you!
3896|1897|1|0|Halt!!  No one may enter the realm of the Army of Ik.  Prepare to die!!
3897|1898|1|0|YOU ARE ENCROACHING UPON THE TERRITORY OF THE ARMY OF IK.  DEPART, OR DIE!!
3898|1899|1|0|That's it, buddy!  You're outta' here!
3899|1849|3|0|My body lies broken by your wicked hand. I place a curse on your soul and a pox on this land!
3900|1900|1|0|How dare ye contest me!
3901|1900|9|0|Someone clear this putrid rabble from my sight.
3902|1901|1|0|Let me show you how the dwarves taught me to use my mining picks!
3903|1901|9|0|Fer Halas! One more victory fer the Wolves o' the North!
3904|306|2|0|ARGH!  <Burp!>  Oh...  Kane will hear of this...  Your days in Qeynos are numbered...  <BURP!>...  ouch...  Mommy...
3905|1902|1|1|lunges at you in a fit of pained fury
3906|1902|3|0|Finally, the pain ends...
3907|1903|1|0|You're the sick one here $name! Picking on these poor people.
3908|1904|1|0|Invade our home, kill our young?  It is on a spike your head will be hung!
3909|1904|9|0|Forget the eyes, forget the meat, spiking your head will be a special treat!
3910|1904|3|0|I tried my best, yet now I am dead.  It looks as if you will keep your head.
3911|322|9|0|Ha ha, ho ho, he he, the best cuts of meat belong to me!
3912|324|9|0|Oh me, oh my, what have I done?  I killed you too quick, and have spoiled my fun!
3913|321|9|0|My blade is swift and true.  Good enough to make an end of you!
3914|325|9|0|Damn the entrails, damn the signs.  I have won here, and your heart shall be mine!
3915|1905|1|1|attempts to kill you.
3916|1279|1|1|can always use a fresh host for its spore colonies.
3917|1906|1|0|Those who attempt to prey on the weak will be punished.
3918|323|9|0|I told you once, and I spoke no lies.  It is time for me to claim your eyes!
3919|1279|9|2|has found more fodder for its offspring.
3920|1907|1|0|Ugly creature near my feet, me thinks that you'll be good to eat!
3921|1907|2|1|dies.  But from the sound of it, there are more about.
3922|1292|3|1|dissolves into a cloud of choking spores.
3923|1292|9|1|begins to inject tendrils into $name's corpse.  Soon, nothing will remain but a moldy pile, host to a new crop of sporelings.
3924|1908|1|0|You invade my realm, and you kill my vassals!  For that I shall strip your flesh, and wear it as tassels.
3925|1908|9|0|Did I do that?  Such a pity.  More unsightly bones to litter my city!
3926|1908|3|2|I am dead, this is true.  But at least my stupid rhymes are through!
3927|1909|1|0|You disturb my studies, you disturb my thought.  But that is fine, you will taste great in the pot! 
3928|1909|3|0|You have won this fight, you might win more.  But there are many goblins between you and the door! 
3929|1910|1|0|Klick...  Klick...  Klick...  HISSSSSSSSSSSS...  Klick...  Klick...
3930|1273|9|0|The power of the Bertoxxulous is absolute.  As you have learned too late.
3931|1911|1|0|Guards! Guards! Help me!
3932|1911|3|0|Fear the Deepwater Knights. My brothers shall avenge me.
3933|1912|1|0|Attack, my pets!
3934|1913|1|0|The Kingdom of Bayle considers your actions to be a threat to its citizens, and hereby sentences you to be terminated immediately.
3935|1914|1|0|Ugly creature near my feet, me thinks that you'll be good to eat!
3936|1915|1|0|Pardon me.  Is that my dagger in your back!
3937|1916|1|0|Stand still so I can cut you!
3938|1916|9|0|How could you ever expect to defeat the swift blades of the Butcherblock Bandits?!
3939|1917|1|0|Prepare to die!
3940|1918|1|0|Time fer you to feel the cold steel of the Butcherblock Bandits!
3941|1916|3|0|You shall soon feel the daggers of the Butcherblock Bandits upon your back!
3942|1918|9|0|How could you ever expect to defeat the swift blades of the Butcherblock Bandits?!
3943|1918|3|0|You shall soon feel the daggers of the Butcherblock Bandits upon your back!
3944|1915|9|0|How could you ever expect to defeat the swift blades of the Butcherblock Bandits?!
3945|1915|3|0|You shall soon feel the daggers of the Butcherblock Bandits upon your back!
3946|1919|1|0|The blades of the Butcherblock Bandits do not discriminate!
3947|1919|9|0|How could you ever expect to defeat the swift blades of the Butcherblock Bandits?!
3948|1919|3|0|You shall soon feel the daggers of the Butcherblock Bandits upon your back!
3949|1917|9|0|How could you ever expect to defeat the swift blades of the Butcherblock Bandits?!
3950|1917|3|0|You shall soon feel the daggers of the Butcherblock Bandits upon your back!
3951|1920|1|0|Aha! Prepare to meet the greatest swordsman in Kaladim!
3952|1920|9|0|What was that?! An attempt at humor? My skill was not meant to be wasted on jesters!
3953|1921|1|0|Aha! Prepare to meet the greatest swordsman in Kaladim!
3954|1921|9|0|What was that?! An attempt at humor? My skill was not meant to be wasted on jesters!
3955|1921|3|0|Darn it! Just when I thought I was moving up in Miner's Guild 628.
3956|1920|3|0|Darn it! Just when I thought I was moving up in Miner's Guild 628.
3957|1922|1|1|screeches shrilly as it swoops in to attack.
3958|1922|3|1|falls to the ground with a pathetic screech.
3959|1261|1|0|Death!  Death to all who oppose the Crushbone orcs!
3960|445|1|0|Who kill my little brother!?!?  You all die!
3961|275|9|0|For the glory of Kaladim!  You are no more.
3962|272|9|0|The glory of the Feir'Dal rangers lives on.
3963|273|9|0|Your passing proves the might of the Eldritch Collective. Let all know of our arcane prowess.
3964|1923|1|0|How dare you attack me, the mighty Khrix!  You shall die for your insolence!
3965|1923|9|0|Hahaha, that will teach you to mess with the likes of me!
3966|1894|3|0|The death of a Steel Warrior shall never go unnoticed!
3967|1894|9|0|A valiant effort! Unfortunately, no match for the mettle of a Steel Warrior!
3968|293|9|0|Now you know the power of the Greenblood Shamans. How unfortunate for you that it was in battle.
3969|1924|1|0|When was the last time you had your heart handed to you by a woman?
3970|1924|3|0|You can't break the Circle...  kill one, and...  there will always be another to take his place...  and...  take revenge.
3971|1925|1|0|If it is death you desire, then I will be obliged to deliver it!
3972|1925|3|0|My brothers will avenge my death!
3973|1925|9|0|Fool! You had no chance to destroy me!
3974|1926|1|0|You have much to learn about the art of fighting, and Lu'Sun the Mongoose will be glad to teach you!
3975|1926|3|0|My brothers and sisters in the Silent Fist Clan shall not rest until my death is avenged!
3976|1927|3|0|My Crakneks will make you bleed...
3977|1927|1|0|Come here and fill my belly with your tasty flesh.
3978|1927|9|0|Hmm...  Let's see.  Where do I start?  A breast or a drumstick?
3979|1909|9|0|Boiled or baked, broiled or fried?  So many choices now that you have died.
3980|1928|1|1|attempts to kill you.
3981|1928|3|1|ceases to move.
